,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Brian Anderson,27.4,2.031,16152020,,615000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Ryne Stanek,29.2,2.038,16042020,,604200,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Jorge Alfaro,27.3,2.083,15952020,,595000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
3,Garrett Cooper,29.8,2.053,15802020,,580000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
4,Drew Steckenrider,29.7,2.094,15772020,,577000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
5,Sandy Alcantara,25.1,1.100,16202020,,620000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,James Hoyt,34.0,1.108,160852020,,608500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Lewis Brinson,26.4,1.115,15802020,,580000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
8,Pablo López,24.6,1.093,15752020,,575000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
9,Elieser Hernández,25.4,1.118,157152020,,571500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
10,Chad Wallach,28.9,1.090,156352020,,563500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
11,Jon Berti,30.7,0.168,15952020,,595000,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT
12,Harold Ramírez,26.1,0.142,15802020,,580000,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT
13,Magneuris Sierra,24.5,0.138,156352020,,563500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
14,Sixto Sánchez,22.2,0.000,156352020,,563500,Pre-ARB,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3
15,Estimated salaries for other pre-arbitration players,,,,,5071500,,,,,,
