,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,George Springer,35.5,8.166,6150202126,25000000,24166667,24166667,24166667,24166667,FREE AGENT,,
1,Kevin Gausman,34.2,8.151,5110202226,22000000,21000000,22000000,23000000,23000000,FREE AGENT,,
2,Chris Bassitt,36.1,6.130,363202325,21000000,19000000,22000000,22000000,FREE AGENT,,,
3,Hyun Jin Ryu,38.0,10.000,480202023,20000000,20000000,FREE AGENT,,,,,
4,José Berríos,30.8,6.044,71312022282026,18714286,15714286,17714286,18714286,18714286,24714286,24714286,FREE AGENT
5,Matt Chapman,31.9,5.109,225202223,12500000,12500000,FREE AGENT,,,,,
6,Yusei Kikuchi,33.8,4.000,336202224,12000000,10000000,10000000,FREE AGENT,,,,
7,Bo Bichette,27.1,3.063,3336202325,11200000,3933333,12083333,17583333,FREE AGENT,,,
8,Brandon Belt,36.9,11.128,1932023,9300000,9300000,FREE AGENT,,,,,
9,Kevin Kiermaier,34.9,8.131,192023,9000000,9000000,FREE AGENT,,,,,
10,Whit Merrifield,36.2,6.101,527201923,6750000,6750000,18000000,,,,,
11,Yimi García,34.6,7.149,3162022242024,5500000,5333333,6333333,FREE AGENT,,,,
12,Chad Green,33.8,6.050,32325202325,2250000,2250000,10500000,10500000,FREE AGENT,,,
