,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Danny Jansen,29.9,2.050,160182021,,601800,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Ryan Borucki,31.0,2.088,159522021,,595200,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Trent Thornton,31.5,2.000,159292021,,592900,ARB 1,ARB 2,ARB 3,FREE AGENT,,
3,Trevor Richards,31.9,2.098,158092021,,580900,ARB 1,ARB 2,ARB 3,FREE AGENT,,
4,Vladimir Guerrero Jr.,26.0,1.157,160542021,,605400,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT,
5,Cavan Biggio,30.0,1.129,16042021,,604000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Tim Mayza,33.2,1.156,16002021,,600000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Bo Bichette,27.1,1.063,158782021,,587800,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
8,Jordan Romano,31.9,1.051,15842021,,584000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
9,Julian Merryweather,33.4,0.114,157842021,,578400,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
10,Alejandro Kirk,26.4,0.047,157352021,,573500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
11,Santiago Espinal,30.4,0.136,157052021,,570500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
12,Alek Manoah,27.2,,157052021,,570500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
13,Estimated salaries for other pre-arbitration players,1711500,,,,,,,,,,
