,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,George Springer,35.5,6.166,6150202126,25000000,23666667,29666667,24166667,24166667,24166667,24166667,FREE AGENT
1,Hyun Jin Ryu,38.0,8.000,480202023,20000000,20000000,20000000,20000000,FREE AGENT,,,
2,Marcus Semien,34.5,6.118,1182021,18000000,18000000,FREE AGENT,,,,,
3,Randal Grichuk,33.6,6.033,552201923,10400000,10333333,10333333,10333333,FREE AGENT,,,
4,Corey Dickerson,35.8,7.101,2175202021,8750000,9500000,FREE AGENT,,,,,
5,Robbie Ray,33.5,6.007,182021,8000000,8000000,FREE AGENT,,,,,
6,Kirby Yates,38.0,6.021,1552021,5500000,5500000,FREE AGENT,,,,,
7,Joakim Soria,40.9,14.000,1352021,3500000,3500000,FREE AGENT,,,,,
8,Lourdes Gurriel Jr.,31.5,2.094,722201723,3142857,3928571,4928571,5828571,FREE AGENT,,,
9,David Phelps,38.5,8.156,11752021,1750000,1750000,FREE AGENT,,,,,
10,Jarrod Dyson,40.6,9.088,1152021,1500000,1500000,FREE AGENT,,,,,
