,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Dakota Hudson,30.5,2.066,159572021,,595700,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Tyler O'Neill,29.8,2.059,159472021,,594700,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Giovanny Gallegos,33.6,2.085,159452021,,594500,ARB 1,ARB 2,ARB 3,FREE AGENT,,
3,Tommy Edman,29.9,1.114,15962021,,596000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
4,Ryan Helsley,30.7,1.105,158232021,,582300,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,Génesis Cabrera,28.5,1.027,158092021,,580900,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Andrew Knizner,30.1,1.021,157922021,,579200,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Dylan Carlson,26.4,0.094,157712021,,577100,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
8,Edmundo Sosa,29.1,0.140,157592021,,575900,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
9,Estimated salaries for other pre-arbitration players,3423000,,,,,,,,,,
