,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Paul Goldschmidt,33.1,8.059,5130202024,26000000,26000000,26000000,26000000,26000000,26000000,FREE AGENT,
1,Yadier Molina,38.2,15.123,360201820,20000000,20000000,FREE AGENT,,,,,
2,Matt Carpenter,34.9,8.012,2392020212022,19500000,18500000,18500000,18500000,,,,
3,Miles Mikolas,32.1,3.037,468202023,17000000,17000000,17000000,17000000,17000000,FREE AGENT,,
4,Dexter Fowler,34.5,10.168,5825201721,16500000,16500000,16500000,FREE AGENT,,,,
5,Andrew Miller,35.4,11.062,3345201921,12500000,11500000,12000000,FREE AGENT,,,,
6,Carlos Martinez,29.0,6.073,551201721202223,10200000,11500000,11500000,17000000,18000000,,,
7,Kolten Wong,30.0,6.045,5255201620202021,5100000,10250000,12500000,,,,,
8,Adam Wainwright,39.1,14.027,152020,5000000,5000000,FREE AGENT,,,,,
9,Paul DeJong,27.2,2.127,626201823202425,4333333,1666666,4166666,6166666,9166667,12500000,15000000,
10,Kwang Hyun Kim,32.2,0.000,28202021,4000000,4000000,4000000,FREE AGENT,,,,
11,Brad Miller,31.0,6.004,122020,2000000,2000000,FREE AGENT,,,,,
12,Matt Wieters,34.4,10.129,122020,2000000,2000000,FREE AGENT,,,,,
