,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Jack Flaherty,25.0,2.006,160452020,,604500,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Harrison Bader,26.3,2.030,15902020,,590100,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,John Brebbia,30.4,2.093,15882020,,587600,ARB 1,ARB 2,ARB 3,FREE AGENT,,
3,Jordan Hicks,24.1,2.000,15792020,,578800,ARB 1,ARB 2,ARB 3,FREE AGENT,,
4,Alex Reyes,26.1,2.065,15752020,,575000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
5,Giovanny Gallegos,29.1,1.085,15822020,,582400,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Dakota Hudson,26.1,1.066,158052020,,580500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Tyler Webb,30.2,1.076,157582020,,575800,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
8,Tyler O'Neill,25.3,1.059,15732020,,573400,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
9,Tommy Edman,25.4,0.114,15822020,,581800,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
10,Daniel Ponce de Leon,28.7,0.141,157282020,,572800,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
11,Austin Gomber,26.9,0.111,15702020,,570000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
12,Ryan Helsley,26.2,0.105,15692020,,569000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
13,Estimated salaries for other pre-arbitration players,,,,,4508000,,,,,,
