,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,Ryan Helsley,30.7,5.105,1822025,,8200000,FREE AGENT,,,,,
1,JoJo Romero,28.5,4.045,12262025,,2260000,ARB 3,FREE AGENT,,,,
2,Lars Nootbaar,27.5,3.076,12952025,,2950000,ARB 2,ARB 3,FREE AGENT,,,
3,Brendan Donovan,28.2,3.000,12852025,,2850000,ARB 2,ARB 3,FREE AGENT,,,
4,John King,30.5,3.148,116052025,,1605000,ARB 3,ARB 4,FREE AGENT,,,
5,Andre Pallante,26.5,2.145,1212025,,2100000,ARB 2,ARB 3,ARB 4,FREE AGENT,,
