,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Nolan Arenado,33.9,10.155,9275201927,30555556,35000000,32000000,27000000,15000000,FREE AGENT,,
1,Paul Goldschmidt,37.5,12.059,5130202024,26000000,26000000,FREE AGENT,,,,,
2,Sonny Gray,35.4,10.061,3752024262027,24949117,10000000,25000000,35000000,30000000,,,
3,Miles Mikolas,36.6,7.037,35575202325,18583333,17666667,17666667,FREE AGENT,,,,
4,Willson Contreras,32.9,7.108,58752023272028,17500000,18000000,18000000,18000000,18500000,17500000,,
5,Kyle Gibson,37.4,10.039,1132024,13000000,12000000,12000000,,,,,
6,Steven Matz,33.8,8.099,444202225,11000000,12500000,12500000,FREE AGENT,,,,
7,Lance Lynn,37.9,12.119,1112024,11000000,10000000,12000000,,,,,
8,Erick Fedde,32.1,4.099,215202425,7500000,7500000,7500000,FREE AGENT,,,,
9,Keynan Middleton,31.5,6.023,162024,6000000,5000000,6000000,,,,,
10,Matt Carpenter,39.3,11.145,17402024,740000,740000,FREE AGENT,,,,,
