,Player,Age,Service Time,Contract,AAV,2022,2023,2024,2025,2026,2027,2028
0,Aledmys Díaz,34.7,5.100,14452022,,4450000,FREE AGENT,,,,,
1,Rafael Montero,34.4,5.138,127252022,,2725000,FREE AGENT,,,,,
2,Ryne Stanek,33.7,4.038,1212022,,2100000,ARB 3,FREE AGENT,,,,
3,Phil Maton,32.0,4.047,11552022,,1550000,ARB 3,FREE AGENT,,,,
4,Josh James,32.0,3.006,18002022,,800000,ARB 2,ARB 3,FREE AGENT,,,
5,Framber Valdez,31.3,2.163,132022,,3000000,ARB 2,ARB 3,ARB 4,FREE AGENT,,
