,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Carlos Correa,30.5,5.119,11172021,,11700000,FREE AGENT,,,,,
1,Yimi García,34.6,5.149,1192021,,1900000,FREE AGENT,,,,,
2,Aledmys Díaz,34.7,4.100,132021,,3000000,ARB 3,FREE AGENT,,,,
3,Rafael Montero,34.4,4.138,12252021,,2250000,ARB 3,FREE AGENT,,,,
4,Ryne Stanek,33.7,3.038,1112021,,1100000,ARB 2,ARB 3,FREE AGENT,,,
5,Phil Maton,32.0,3.047,19752021,,975000,ARB 2,ARB 3,FREE AGENT,,,
