,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Steven Kwan,27.6,2.000,175762024,,757600,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Eli Morgan,28.9,2.108,175122024,,751200,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Ben Lively,33.1,1.133,17502024,,750000,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT,
3,Tanner Bibee,26.1,1.000,174572024,,745700,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
4,Will Brennan,27.1,1.015,174492024,,744900,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,Tim Herrin,28.5,0.077,174082024,,740800,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Hunter Gaddis,27.0,0.073,174072024,,740700,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Cade Smith,25.9,0.000,17402024,,740000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
8,Jhonkensy Noel,23.7,0.000,17402024,,740000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
9,Logan Allen,26.6,0.162,174432024,,744300,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
10,Gavin Williams,25.7,0.103,174212024,,742100,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
11,Bo Naylor,25.1,0.113,174212024,,742100,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
12,David Fry,29.3,0.154,174112024,,741100,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT
13,Brayan Rocchio,24.2,0.037,174022024,,740200,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
14,Estimated salaries for other pre-arbitration players,3700000,,,,,,,,,,
