,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Shane Bieber,29.8,2.097,167972021,,679700,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Franmil Reyes,29.7,2.115,160242021,,602400,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Bradley Zimmer,32.3,2.119,157672021,,576700,ARB 1,ARB 2,ARB 3,FREE AGENT,,
3,Myles Straw,30.4,1.112,159042021,,590400,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
4,Zach Plesac,30.2,1.078,159022021,,590200,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,Aaron Civale,29.8,1.058,158742021,,587400,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Harold Ramírez,30.6,1.142,15872021,,587000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Cal Quantrill,30.1,1.132,158622021,,586200,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT,
8,James Karinchak,29.5,1.017,15852021,,585000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
9,Josh Naylor,27.8,1.118,157752021,,577500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
10,Triston McKenzie,27.6,0.103,157532021,,575300,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
11,Emmanuel Clase,27.0,0.059,157182021,,571800,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
12,Bobby Bradley,28.8,0.023,157052021,,570500,Pre-ARB,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3
13,Nick Sandlin,28.2,,157052021,,570500,Pre-ARB,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3
14,Estimated salaries for other pre-arbitration players,6275500,,,,,,,,,,
