,Player,Age,Service Time,Contract,AAV,2022,2023,2024,2025,2026,2027,2028
0,Austin Hedges,32.6,5.166,142022,,4000000,FREE AGENT,,,,,
1,Amed Rosario,29.3,4.062,14952022,,4950000,ARB 3,FREE AGENT,,,,
2,Shane Bieber,29.8,3.097,162022,,6000000,ARB 2,ARB 3,FREE AGENT,,,
3,Cal Quantrill,30.1,2.132,12512022,,2510000,ARB 2,ARB 3,ARB 4,FREE AGENT,,
4,Josh Naylor,27.8,2.127,1122022,,1200000,ARB 2,ARB 3,ARB 4,FREE AGENT,,
