,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,Enyel De Los Santos,29.3,2.015,17502023,,750000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Triston McKenzie,27.6,2.074,173952023,,739500,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Sam Hentges,28.7,1.157,173022023,,730200,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
3,Steven Kwan,27.6,1.000,172732023,,727300,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
4,Eli Morgan,28.9,1.108,17272023,,727000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,Nick Sandlin,28.2,1.152,17262023,,726000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Oscar Gonzalez,27.2,0.133,172262023,,722600,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
7,Will Brennan,27.1,0.015,172012023,,720100,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
8,Tanner Bibee,26.1,,17202023,,720000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
9,Logan Allen,26.6,,17202023,,720000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
10,Estimated salaries for other pre-arbitration players,7200000,,,,,,,,,,
