,Player,Age,Service Time,Contract,AAV,2022,2023,2024,2025,2026,2027,2028
0,Chris Sale,36.0,11.061,51452020242025,25600000,30000000,27500000,27500000,20000000,,,
1,Trevor Story,32.4,6.000,6140202227202820252028,23333333,20000000,20000000,22500000,22500000,25000000,25000000,25000000
2,J.D. Martinez,37.6,10.036,5110201822,22000000,19375000,FREE AGENT,,,,,
3,Xander Bogaerts,32.5,8.042,360202025,20000000,20000000,,,,,,
4,Nathan Eovaldi,35.1,10.013,468201922,17000000,17000000,FREE AGENT,,,,,
5,Eric Hosmer,35.4,10.146,8144201825,15375000,20625000,13625000,13625000,13625000,,,
6,Matt Barnes,34.8,6.110,21875202223,9375000,8125000,8375000,8000000,,,,
7,Tommy Pham,37.0,6.107,1752022,7500000,6000000,6000000,,,,,
8,Enrique Hernández,33.6,7.054,2142021221102023,7000000,8000000,10000000,FREE AGENT,,,,
9,Michael Wacha,33.7,8.062,172022,7000000,7000000,FREE AGENT,,,,,
10,James Paxton,36.4,7.151,2102022232023,5800000,6000000,4000000,FREE AGENT,,,,
11,Rich Hill,45.0,12.127,152022,5000000,5000000,FREE AGENT,,,,,
12,Matt Strahm,33.4,5.064,132022,3000000,3000000,FREE AGENT,,,,,
13,Garrett Whitlock,28.8,1.000,1720202241875202326202728,720000,720000,1250000,3500000,5500000,7500000,8250000,10500000
