,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,Chris Sale,36.0,12.061,51452020242025,25600000,27500000,27500000,20000000,,,,
1,Trevor Story,32.4,7.000,6140202227202820252028,23333333,20000000,22500000,22500000,25000000,25000000,25000000,
2,Masataka Yoshida,31.7,0.000,590202327,18000000,15600000,18600000,18600000,18600000,18600000,FREE AGENT,
3,Rafael Devers,28.4,5.070,11752023103135202433,17500000,17500000,29500000,29500000,29500000,33000000,33000000,33000000
4,Kenley Jansen,37.5,12.073,232202324,16000000,16000000,16000000,FREE AGENT,,,,
5,Justin Turner,40.3,12.045,22172023,10850000,8300000,13400000,,,,,
6,Corey Kluber,39.0,10.074,1102023,10000000,10000000,11000000,,,,,
7,Chris Martin,38.8,5.133,2175202324,8750000,8000000,9500000,FREE AGENT,,,,
8,Adam Duvall,36.6,6.151,172023,7000000,7000000,FREE AGENT,,,,,
9,Garrett Whitlock,28.8,2.000,41875202326202728,4687500,1250000,3500000,5500000,7500000,8250000,10500000,
10,James Paxton,36.4,8.151,210202223,4200000,4000000,FREE AGENT,,,,,
11,Joely Rodríguez,33.4,3.096,122023,2000000,1500000,4250000,,,,,
12,Rob Refsnyder,34.0,4.048,112202323952024252025,1200000,1200000,1850000,2100000,FREE AGENT,,,
