,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,Alex Bregman,31.0,8.070,312020252720252026,31701975,40000000,40000000,40000000,FREE AGENT,,,
1,Rafael Devers,28.4,7.070,103135202433,29000000,29500000,29500000,33000000,33000000,33000000,33000000,31000000
2,Trevor Story,32.4,9.000,6140202227202820252028,23333333,22500000,25000000,25000000,25000000,,,
3,Walker Buehler,30.7,6.168,1210520252026,21050000,18050000,25000000,,,,,
4,Lucas Giolito,30.7,7.080,23852024252026141402025,19250000,19000000,19000000,,,,,
5,Masataka Yoshida,31.7,2.000,590202327,18000000,18600000,18600000,18600000,FREE AGENT,,,
6,Aroldis Chapman,37.1,14.009,110752025,10750000,10750000,FREE AGENT,,,,,
7,Brayan Bello,25.9,2.082,6552024292030,9166667,2666667,6166667,8666667,16166667,19166667,21000000,
8,Patrick Sandoval,28.4,4.149,21825202526,9125000,5500000,12750000,FREE AGENT,,,,
9,Ceddanne Rafaela,24.5,1.035,8502024312032,6250000,1250000,2250000,3750000,5750000,7750000,10750000,13250000
10,Liam Hendriks,36.1,10.164,2102024252026,5000000,6000000,12000000,,,,,
11,Garrett Whitlock,28.8,4.000,41875202326202728,4687500,5500000,7500000,8250000,10500000,,,
12,Jarren Duran,28.6,2.155,138520252026,3850000,3750000,8000000,ARB 3,ARB 4,FREE AGENT,,
13,Justin Wilson,37.6,12.035,12252025,2250000,2250000,FREE AGENT,,,,,
14,Rob Refsnyder,34.0,6.048,2395202425,2100000,2100000,FREE AGENT,,,,,
