,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Jackie Bradley Jr.,30.5,5.150,1112020,,11000000,FREE AGENT,,,,,
1,Eduardo Rodriguez,27.5,4.130,1832020,,8300000,ARB 4,FREE AGENT,,,,
2,Matt Barnes,30.3,4.110,1312020,,3100000,ARB 3,FREE AGENT,,,,
3,José Peraza,26.4,3.141,12852020,2850000,2850000,ARB 3,ARB 4,FREE AGENT,,,
4,Kevin Plawecki,29.6,3.167,19002020,900000,900000,ARB 3,ARB 4,FREE AGENT,,,
