,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Rafael Devers,28.4,6.070,103135202433,29000000,29500000,29500000,29500000,33000000,33000000,33000000,33000000
1,Trevor Story,32.4,8.000,6140202227202820252028,23333333,22500000,22500000,25000000,25000000,25000000,,
2,Lucas Giolito,30.7,6.080,23852024252026141402025,19250000,18000000,19000000,19000000,,,,
3,Masataka Yoshida,31.7,1.000,590202327,18000000,18600000,18600000,18600000,18600000,FREE AGENT,,
4,Kenley Jansen,37.5,13.073,232202324,16000000,16000000,FREE AGENT,,,,,
5,Brayan Bello,25.9,1.082,6552024292030,9166667,1166667,2666667,6166667,8666667,16166667,19166667,21000000
6,Chris Martin,38.8,6.133,2175202324,8750000,9500000,FREE AGENT,,,,,
7,Ceddanne Rafaela,24.5,0.035,8502024312032,6250000,1250000,1250000,2250000,3750000,5750000,7750000,10750000
8,Liam Hendriks,36.1,9.164,2102024252026,5000000,2000000,6000000,12000000,,,,
9,Garrett Whitlock,28.8,3.000,41875202326202728,4687500,3500000,5500000,7500000,8250000,10500000,,
10,Luis García,38.2,8.007,14252024,4250000,4250000,FREE AGENT,,,,,
11,Rob Refsnyder,34.0,5.048,23952024252025,2000000,1850000,2100000,FREE AGENT,,,,
