,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,Austin Riley,28.0,3.138,102122023322033,21200000,15000000,21000000,22000000,22000000,22000000,22000000,22000000
1,Matt Olson,31.0,5.103,81682022292030,21000000,21000000,22000000,22000000,22000000,22000000,22000000,22000000
2,Charlie Morton,41.4,14.010,2402023242024,20000000,20000000,20000000,FREE AGENT,,,,
3,Marcell Ozuna,34.4,9.124,5802021252025,16250000,18000000,18000000,16000000,FREE AGENT,,,
4,Raisel Iglesias,35.2,7.154,458202225,16000000,16000000,16000000,16000000,FREE AGENT,,,
5,Ronald Acuña Jr.,27.3,4.159,8100201926202728,12500000,17000000,17000000,17000000,17000000,17000000,17000000,
6,Spencer Strider,26.4,1.003,6752023282029,12500000,1000000,1000000,4000000,20000000,22000000,22000000,22000000
7,Sean Murphy,30.5,3.029,6732023282029,12166667,4000000,9000000,15000000,15000000,15000000,15000000,15000000
8,Eddie Rosario,33.5,7.120,218202223,9000000,9000000,9000000,,,,,
9,Michael Harris II,24.1,1.000,872202330203132,9000000,5000000,5000000,8000000,8000000,9000000,10000000,10000000
10,Travis d'Arnaud,36.1,9.044,216202223182024,8000000,8000000,8000000,8000000,,,,
11,Ozzie Albies,28.2,5.062,735201925202627,5000000,7000000,7000000,7000000,7000000,7000000,,
12,Collin McHugh,37.8,8.085,210202223,5000000,5000000,6000000,,,,,
13,Pierce Johnson,33.9,3.137,15202321425202425,5000000,5000000,ARB 2,ARB 3,FREE AGENT,,,
14,Kirby Yates,38.0,8.021,2825202223,4125000,6000000,5750000,,,,,
15,Kevin Pillar,36.2,8.072,13202311722024,3000000,3000000,172043,,,,,
16,Brad Hand,35.0,9.092,132023,3000000,2500000,7000000,,,,,
17,Orlando Arcia,30.6,5.114,3732023252026,2433333,2300000,2000000,2000000,2000000,,,
18,Tyler Matzek,34.4,4.019,231202324,1550000,1200000,1900000,5500000,,,,
19,Jesse Chavez,41.6,12.038,1122023,1200000,1200000,FREE AGENT,,,,,
20,Nick Anderson,34.7,3.153,18752023,875000,875000,ARB 3,ARB 4,FREE AGENT,,,
