,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Cole Hamels,36.8,13.143,1182020,18000000,18000000,FREE AGENT,,,,,
1,Marcell Ozuna,29.9,6.124,1182020,18000000,18000000,FREE AGENT,,,,,
2,Freddie Freeman,31.1,9.033,8135201421,16875000,22359375,22359375,FREE AGENT,,,,
3,Mark Melancon,35.5,9.098,462201720,15500000,19000000,FREE AGENT,,,,,
4,Will Smith,31.2,6.155,3402020222023,13333333,13000000,13000000,13000000,13000000,,,
5,Ronald Acuña Jr.,22.8,1.159,8100201926202728,12500000,1000000,5000000,15000000,17000000,17000000,17000000,17000000
6,Travis d'Arnaud,31.7,6.044,216202021,8000000,8000000,8000000,FREE AGENT,,,,
7,Chris Martin,34.3,2.133,214202021,7000000,7000000,7000000,FREE AGENT,,,,
8,Ender Inciarte,29.9,5.157,5305252017212022,6105000,7700000,8700000,9000000,,,,
9,Ozzie Albies,23.7,2.062,735201925202627,5000000,1000000,3000000,5000000,7000000,7000000,7000000,7000000
10,Tyler Flowers,34.7,8.148,142020,4000000,4000000,FREE AGENT,,,,,
11,Nick Markakis,36.9,14.000,142020122020,3200000,3200000,FREE AGENT,,,,,
12,Darren O'Day,38.0,11.103,127520202021,2750000,2250000,3500000,,,,,
13,Adeiny Hechavarría,31.5,7.037,112020,1000000,1000000,FREE AGENT,,,,,
14,Josh Tomlin,36.0,9.033,112020,1000000,1000000,FREE AGENT,,,,,
15,Tommy Milone,33.6,6.113,18002020,800000,800000,FREE AGENT,,,,,
