,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Austin Riley,28.0,4.138,102122023322033,21200000,21000000,22000000,22000000,22000000,22000000,22000000,22000000
1,Matt Olson,31.0,6.103,81682022292030,21000000,22000000,22000000,22000000,22000000,22000000,22000000,20000000
2,Charlie Morton,41.4,15.010,240202324,20000000,20000000,FREE AGENT,,,,,
3,Chris Sale,36.0,13.061,2382024252026,19000000,16000000,22000000,18000000,,,,
4,Marcell Ozuna,34.4,10.124,5802021252025,16250000,18000000,16000000,FREE AGENT,,,,
5,Raisel Iglesias,35.2,8.154,458202225,16000000,16000000,16000000,FREE AGENT,,,,
6,Ronald Acuña Jr.,27.3,5.159,8100201926202728,12500000,17000000,17000000,17000000,17000000,17000000,,
7,Spencer Strider,26.4,2.003,6752023282029,12500000,1000000,4000000,20000000,22000000,22000000,22000000,
8,Sean Murphy,30.5,4.029,6732023282029,12166667,9000000,15000000,15000000,15000000,15000000,15000000,
9,Jorge Soler,33.1,8.143,342202426,12142857,10000000,16000000,16000000,FREE AGENT,,,
10,Reynaldo López,31.2,6.004,14202426,10000000,4000000,,,,,,
11,Michael Harris II,24.1,2.000,872202330203132,9000000,5000000,8000000,8000000,9000000,10000000,10000000,12000000
12,Joe Jiménez,30.2,6.061,326202426,8666667,8000000,9000000,9000000,FREE AGENT,,,
13,Luke Jackson,33.6,7.019,2115202324,8500000,6500000,7000000,,,,,
14,Travis d'Arnaud,36.1,10.044,182024,8000000,8000000,8000000,,,,,
15,Pierce Johnson,33.9,4.137,214252024252026,7125000,7000000,7000000,7000000,,,,
16,Aaron Bummer,31.5,5.150,51475202024,6750000,5500000,,,,,,
17,Ozzie Albies,28.2,6.062,735201925202627,5000000,7000000,7000000,7000000,7000000,,,
18,Adam Duvall,36.6,7.151,132024,3000000,3000000,FREE AGENT,,,,,
19,Orlando Arcia,30.6,6.114,3732023252026,2433333,2000000,2000000,2000000,,,,
20,Jesse Chavez,41.6,13.038,17402024,740000,740000,FREE AGENT,,,,,
21,Whit Merrifield,36.2,7.101,127852024,278495,278495,FREE AGENT,,,,,
22,Gio Urshela,33.5,6.127,116312024,163118,163118,FREE AGENT,,,,,
23,John Brebbia,34.8,6.078,"1 yr, TBD (2024)",,TBD,FREE AGENT,,,,,
