,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Scott Barlow,32.3,2.030,16502021,,650000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Cam Gallagher,32.3,2.106,16042021,,604000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Nicky Lopez,30.0,1.139,159752021,,597500,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT,
3,Brady Singer,28.6,1.000,159372021,,593700,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
4,Kyle Zimmer,33.5,1.064,158872021,,588700,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,Josh Staumont,31.3,1.072,158872021,,588700,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Jake Brentz,30.5,,157052021,,570500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
7,Kris Bubic,27.6,0.164,"1 yr, TBD (2021)",,TBD,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT
8,Domingo Tapia,33.6,0.047,"1 yr, TBD (2021)",,TBD,Pre-ARB,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3
9,Estimated salaries for other pre-arbitration players,6275500,,,,,,,,,,
