,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Salvador Perez,34.9,9.050,55252017214822022252026,10500000,14200000,18000000,20000000,20000000,22000000,13500000,
1,Mike Minor,37.2,9.138,218202122,9000000,7000000,10000000,13000000,,,,
2,Carlos Santana,39.0,10.115,2175202122,8750000,7000000,10500000,FREE AGENT,,,,
3,Hunter Dozier,33.6,3.060,425202124,6250000,2500000,4750000,7500000,9250000,10000000,,
4,Whit Merrifield,36.2,4.101,527201923,5400000,6750000,7000000,6750000,18000000,,,
5,Andrew Benintendi,30.7,4.062,210202021,5000000,6600000,ARB 3,FREE AGENT,,,,
6,Greg Holland,39.3,8.163,12752021,2750000,2750000,FREE AGENT,,,,,
7,Michael A. Taylor,34.0,5.129,11752021,1750000,1750000,FREE AGENT,,,,,
8,Ervin Santana,42.3,13.123,11403202115,1403226,1403226,FREE AGENT,,,,,
9,Wade Davis,39.5,11.029,11252021,1250000,1250000,FREE AGENT,,,,,
