,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Brad Keller,25.2,2.000,16132020,,613000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Hunter Dozier,29.1,2.060,161052020,,610500,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Jakob Junis,28.1,2.087,16082020,,608000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
3,Adalberto Mondesi,25.2,2.088,160452020,,604500,ARB 1,ARB 2,ARB 3,FREE AGENT,,
4,Glenn Sparkman,28.4,2.001,160452020,,604500,ARB 1,ARB 2,ARB 3,FREE AGENT,,
5,Franchy Cordero,26.1,2.038,15712020,,571100,ARB 1,ARB 2,ARB 3,FREE AGENT,,
6,Scott Barlow,27.8,1.030,16502020,,650000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Kevin McCarthy,28.6,2.097,16072020,,607000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
8,Cam Gallagher,27.8,1.106,158052020,,580500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
9,Nicky Lopez,25.6,0.139,157122020,,571250,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT
10,Josh Staumont,26.8,0.072,156592020,,565950,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
11,Kyle Zimmer,29.1,0.064,156572020,,565750,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
12,Brady Singer,24.2,0.000,156352020,,563500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
13,Kris Bubic,23.1,0.000,156352020,,563500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4
14,Estimated salaries for other pre-arbitration players,,,,,6198500,,,,,,
