,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Sam Long,29.7,1.160,17502024,,750000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Michael Massey,27.0,1.068,17572024,,757000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
2,MJ Melendez,26.3,1.153,175482024,,754750,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT,
3,Cole Ragans,27.3,1.029,175382024,,753750,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
4,Vinnie Pasquantino,27.5,1.101,175282024,,752750,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,Angel Zerpa,25.5,1.082,174832024,,748250,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Maikel Garcia,25.1,0.168,175132024,,751250,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT
7,Lucas Erceg,29.9,0.136,17502024,,750000,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT
8,James McArthur,28.3,0.150,174582024,,745750,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT
9,Freddy Fermin,29.9,0.165,174452024,,744500,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT
10,Estimated salaries for other pre-arbitration players,2220000,,,,,,,,,,
