,Player,Age,Service Time,Contract,AAV,2022,2023,2024,2025,2026,2027,2028
0,Edwin Díaz,31.0,5.121,11022022,,10200000,FREE AGENT,,,,,
1,Brandon Nimmo,32.0,5.042,172022,,7000000,FREE AGENT,,,,,
2,Tyler Naquin,33.9,5.033,140252022,,4025000,FREE AGENT,,,,,
3,Seth Lugo,35.4,5.082,139252022,,3925000,FREE AGENT,,,,,
4,Trevor Williams,32.9,5.026,1392022,,3900000,FREE AGENT,,,,,
5,Pete Alonso,30.3,3.000,1742022,,7400000,ARB 2,ARB 3,FREE AGENT,,,
6,Dominic Smith,29.8,3.146,13952022,,3950000,ARB 3,ARB 4,FREE AGENT,,,
7,Jeff McNeil,33.0,3.069,132022,,3000000,ARB 2,ARB 3,FREE AGENT,,,
8,Joey Lucchesi,31.8,3.067,11152022,,1150000,ARB 2,ARB 3,FREE AGENT,,,
9,Daniel Vogelbach,32.3,3.138,2232022232023,,800000,1500000,ARB 4,FREE AGENT,,,
10,Tomás Nido,31.0,3.089,18902022,,890000,ARB 2,ARB 3,FREE AGENT,,,
11,Drew Smith,31.5,3.034,17502022,,750000,ARB 2,ARB 3,FREE AGENT,,,
12,Luis Guillorme,30.5,2.167,18752022,,875000,ARB 2,ARB 3,ARB 4,FREE AGENT,,
