,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Robinson Canó,38.0,14.076,10240201423,24000000,24000000,24000000,24000000,24000000,FREE AGENT,,
1,Jacob deGrom,32.3,5.139,5137520192320242022,21780000,27000000,37500000,37500000,34500000,32500000,,
2,Dellin Betances,32.5,6.078,11052020202122,10500000,7500000,6000000,1000000,,,,
3,Jed Lowrie,36.5,11.111,220201920,10000000,11500000,FREE AGENT,,,,,
4,Jeurys Familia,31.0,7.023,330201921,10000000,11666667,11666667,FREE AGENT,,,,
5,Rick Porcello,31.8,10.170,1102020,10000000,10000000,FREE AGENT,,,,,
6,Wilson Ramos,33.2,9.047,2192019202021,9500000,10250000,10000000,,,,,
7,Robinson Chirinos,36.3,7.103,167520202021,6750000,5750000,6250000,,,,,
8,Justin Wilson,33.1,7.035,210201920,5000000,5000000,FREE AGENT,,,,,
9,Todd Frazier,34.6,8.071,1520202021,5000000,3500000,5750000,,,,,
10,Michael Wacha,29.3,6.062,132020,3000000,3000000,FREE AGENT,,,,,
11,Yoenis Cespedes,35.0,8.000,4110201720202050,1833333,1833333,FREE AGENT,,,,,
12,René Rivera,37.2,7.107,112020,1000000,1000000,FREE AGENT,,,,,
13,Brad Brach,34.5,7.063,185020202021,850000,850000,1250000,,,,,
14,Jared Hughes,35.3,7.162,17002020,700000,700000,FREE AGENT,,,,,
