,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,David Peterson,29.6,2.125,17502023,,750000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Tylor Megill,29.7,1.103,"1 yr, TBD (2023)",,TBD,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
2,Francisco Alvarez,23.3,0.006,17202023,,720000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
3,Estimated salaries for other pre-arbitration players,4320000,,,,,,,,,,
