,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Francisco Lindor,31.4,8.113,10341202231,31900000,34100000,34100000,34100000,34100000,34100000,34100000,34100000
1,Brandon Nimmo,32.0,7.042,8162202330,20250000,20500000,20500000,20500000,20500000,20500000,20500000,20500000
2,Starling Marte,36.5,10.162,478202225,19500000,20750000,20750000,FREE AGENT,,,,
3,Edwin Díaz,31.0,7.121,5102202327202820252026,18600000,21250000,21500000,18500000,18500000,17250000,,
4,Kodai Senga,32.2,1.000,57520232720282025400,15000000,15666667,15666667,14000000,14000000,15000000,,
5,Sean Manaea,33.1,7.157,2282024,14000000,14500000,13500000,,,,,
6,Jose Quintana,36.2,11.133,226202324,13000000,13000000,FREE AGENT,,,,,
7,Luis Severino,31.1,7.170,1132024,13000000,13000000,FREE AGENT,,,,,
8,Jeff McNeil,33.0,5.069,4502023262027,12500000,10250000,15750000,15750000,15750000,,,
9,Harrison Bader,30.8,6.030,11052024,10500000,10500000,FREE AGENT,,,,,
10,J.D. Martinez,37.6,12.036,1122024,8966565,12000000,FREE AGENT,,,,,
11,Brooks Raley,36.7,4.045,31525202224,6500000,6500000,FREE AGENT,,,,,
12,Phil Maton,32.0,6.047,1652024,6500000,6250000,7750000,,,,,
13,Adam Ottavino,39.3,12.087,1452024,4500000,4500000,FREE AGENT,,,,,
14,Ryne Stanek,33.7,6.038,142024,4000000,4000000,FREE AGENT,,,,,
15,Jesse Winker,31.6,6.080,122024,2000000,2000000,FREE AGENT,,,,,
16,Jose Iglesias,35.2,10.036,18002024,800000,800000,FREE AGENT,,,,,
