,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,Juan Soto,26.4,6.134,1576520253920294,51000000,61875000,61875000,57500000,61875000,61875000,46000000,46000000
1,Francisco Lindor,31.4,9.113,10341202231,31900000,34100000,34100000,34100000,34100000,34100000,34100000,34100000
2,Pete Alonso,30.3,6.000,25420252026,27000000,30000000,24000000,,,,,
3,Sean Manaea,33.1,8.157,375202527,22009731,25000000,25000000,25000000,FREE AGENT,,,
4,Brandon Nimmo,32.0,8.042,8162202330,20250000,20500000,20500000,20500000,20500000,20500000,20500000,FREE AGENT
5,Starling Marte,36.5,11.162,478202225,19500000,20750000,FREE AGENT,,,,,
6,Edwin Díaz,31.0,8.121,5102202327202820252026,18600000,21500000,18500000,18500000,17250000,,,
7,Frankie Montas,32.0,7.015,23420252026,17000000,17000000,17000000,,,,,
8,Kodai Senga,32.2,2.000,57520232720282025400,15000000,15666667,14000000,14000000,15000000,,,
9,Clay Holmes,32.0,6.031,3382025262027,12666667,13000000,13000000,12000000,,,,
10,Jeff McNeil,33.0,6.069,4502023262027,12500000,15750000,15750000,15750000,,,,
11,A.J. Minter,31.6,6.154,22220252026,11000000,11000000,11000000,,,,,
12,Jesse Winker,31.6,7.080,1752025,7500000,7500000,FREE AGENT,,,,,
13,Ryne Stanek,33.7,7.038,1452025,4500000,4500000,FREE AGENT,,,,,
14,Griffin Canning,28.9,5.075,14252025,4250000,4250000,FREE AGENT,,,,,
15,Drew Smith,31.5,6.034,1120252026,1000000,1000000,2000000,,,,,
