,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Pedro Severino,27.2,2.099,15762020,,576000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Shawn Armstrong,30.1,2.028,157352020,,573500,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Anthony Santander,26.0,1.162,157252020,,572500,ARB 1,ARB 2,ARB 3,FREE AGENT,,
3,John Means,27.5,1.007,15802020,,580000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
4,Renato Núñez,26.5,1.167,15782020,,578000,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT,
5,Rio Ruiz,26.4,1.109,15732020,,573000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Tanner Scott,26.2,1.059,156852020,,568500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Kohl Stewart,26.0,0.094,18002020,800000,800000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
8,Austin Hays,25.3,0.057,156752020,,567500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
9,DJ Stewart,26.8,0.123,156752020,,567500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
10,Hunter Harvey,25.8,0.047,15652020,,565000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
11,César Valdez,35.6,0.143,12020,,Pre-ARB,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
12,Ryan Mountcastle,23.6,0.000,156352020,,563500,Pre-ARB,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3
13,Estimated salaries for other pre-arbitration players,,,,,9579500,,,,,,
