,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Corbin Burnes,30.4,5.049,1156382024,,15637500,FREE AGENT,,,,,
1,Anthony Santander,30.4,5.162,11172024,,11700000,FREE AGENT,,,,,
2,Austin Slater,32.3,5.147,142024,,4000000,FREE AGENT,,,,,
3,John Means,31.9,5.007,133252024,,3325000,FREE AGENT,,,,,
4,Cedric Mullins,30.5,4.078,163252024,,6325000,ARB 3,FREE AGENT,,,,
5,Gregory Soto,30.1,4.102,152024,,5000000,ARB 3,FREE AGENT,,,,
6,Jorge Mateo,29.8,4.000,1272024,,2700000,ARB 3,FREE AGENT,,,,
7,Ryan Mountcastle,28.1,3.105,141372024,,4137000,ARB 2,ARB 3,FREE AGENT,,,
8,Ramón Urías,30.8,3.025,1212024,,2100000,ARB 2,ARB 3,FREE AGENT,,,
9,Trevor Rogers,27.4,3.094,11532024,,1530000,ARB 2,ARB 3,FREE AGENT,,,
10,Jacob Webb,31.6,3.046,112024,,1000000,ARB 2,ARB 3,FREE AGENT,,,
11,Keegan Akin,30.0,3.083,18252024,,825000,ARB 2,ARB 3,FREE AGENT,,,
12,Tyler Wells,30.6,2.132,119632024,,1962500,ARB 2,ARB 3,ARB 4,FREE AGENT,,
