,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,John Means,31.9,2.007,159352021,,593500,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Jorge López,32.1,2.102,158682021,,586750,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Paul Fry,32.7,2.096,15812021,,581000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
3,Tanner Scott,30.7,2.059,15802021,,580000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
4,Austin Hays,29.7,1.057,157852021,,578500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,DJ Stewart,31.3,1.065,15772021,,577000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Cedric Mullins,30.5,1.075,15772021,,577000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Cole Sulser,35.0,1.028,157452021,,574500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
8,Dillon Tate,30.9,1.048,157452021,,574500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
9,Hunter Harvey,30.3,1.047,15742021,,574000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
10,Jorge Mateo,29.8,1.000,157182021,,571800,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
11,Ryan Mountcastle,28.1,0.105,157452021,,574500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
12,Ramón Urías,30.8,0.047,157152021,,571500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
13,Tyler Wells,30.6,,157052021,,570500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
14,Estimated salaries for other pre-arbitration players,7987000,,,,,,,,,,
