,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Manny Machado,32.7,8.056,10300201928,30000000,32000000,32000000,32000000,32000000,32000000,32000000,32000000
1,Fernando Tatis Jr.,26.2,2.000,14338251202134202223,24285714,1714286,4203297,7476191,11714286,20714286,20714286,25714286
2,Yu Darvish,38.6,9.000,6129201823,21000000,23000000,20000000,19000000,FREE AGENT,,,
3,Eric Hosmer,35.4,9.146,8144201825,18000000,20625000,20625000,13625000,13625000,13625000,,
4,Wil Myers,34.3,7.104,683201722,13833333,22500000,22500000,20000000,,,,
5,Blake Snell,32.3,4.072,550201923,10000000,11100000,13100000,16600000,FREE AGENT,,,
6,Drew Pomeranz,36.3,8.013,434202023,8500000,8000000,10000000,10000000,FREE AGENT,,,
7,Ha-Seong Kim,29.4,,428202124,7000000,5000000,6000000,7000000,8000000,8000000,,
8,Jurickson Profar,32.1,6.165,3202021222022,6666667,6000000,6500000,7500000,10000000,,,
9,Mike Clevinger,34.3,4.013,2115202122,5750000,3500000,8000000,FREE AGENT,,,,
10,Daniel Hudson,38.0,10.106,211202021,5500000,6000000,FREE AGENT,,,,,
11,Craig Stammen,41.0,9.160,3122020222022,4500000,4000000,4000000,FREE AGENT,,,,
12,Mark Melancon,40.0,10.098,132021,3000000,2000000,5000000,,,,,
13,Pierce Johnson,33.9,1.137,372020222022,2500000,2000000,3000000,FREE AGENT,,,,
14,Jake Marisnick,34.0,6.132,1152021,1500000,1000000,4000000,,,,,
15,Keone Kela,31.9,6.000,1122021,1200000,1200000,800000,,,,,
16,Ross Detwiler,39.1,8.011,16132021,61344,61344,FREE AGENT,,,,,
17,Vince Velasquez,32.8,5.086,15212021,52142,52142,FREE AGENT,,,,,
