,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Manny Machado,28.3,7.056,103002019282023,30000000,32000000,32000000,32000000,32000000,32000000,32000000,32000000
1,Eric Hosmer,31.0,8.146,81442018252022,18000000,21000000,21000000,21000000,13000000,13000000,13000000,FREE AGENT
2,Wil Myers,29.8,6.104,6832017222023,13833333,22500000,22500000,22500000,20000000,,,
3,Drew Pomeranz,31.9,7.013,434202023,8500000,6000000,8000000,10000000,10000000,FREE AGENT,,
4,Garrett Richards,32.4,7.148,2155201920,7750000,8500000,FREE AGENT,,,,,
5,Jason Castro,33.3,9.104,16852020,6850000,6850000,FREE AGENT,,,,,
6,Craig Stammen,36.6,8.160,292020212022,4500000,4000000,4000000,4000000,,,,
7,Mitch Moreland,35.1,9.067,1320202021,3000000,2500000,3000000,,,,,
8,Pierce Johnson,29.4,0.137,252020212022,2500000,2000000,2000000,3000000,,,,
9,Trevor Rosenthal,30.4,6.001,11752020,1750000,1750000,FREE AGENT,,,,,
