,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Manny Machado,32.7,11.056,11350202333,31818182,17090909,17090909,25090909,39090909,39090909,39090909,39090909
1,Xander Bogaerts,32.5,10.042,11280202333,25454545,25454545,25454545,25454545,25454545,25454545,25454545,25454545
2,Fernando Tatis Jr.,26.2,4.120,14338251202134202223,24285714,11714286,20714286,20714286,25714286,25714286,36714286,36714286
3,Joe Musgrove,32.3,7.063,5100202327,20000000,20000000,20000000,20000000,20000000,FREE AGENT,,
4,Yu Darvish,38.6,12.000,61082023282024,13354839,16000000,21000000,16000000,15000000,15000000,FREE AGENT,
5,Jake Cronenworth,31.2,4.000,780202430,11428571,7285714,11285714,12285714,12285714,12285714,12285714,12285714
6,Robert Suarez,34.1,2.000,5462023272025,9200000,10000000,10000000,8000000,8000000,FREE AGENT,,
7,Martín Pérez,34.0,11.038,182024,8000000,8000000,FREE AGENT,,,,,
8,Ha-Seong Kim,29.4,3.000,428202124,7000000,8000000,8000000,,,,,
9,Yuki Matsui,29.4,0.000,52820242720282026,5600000,3250000,5500000,5750000,6500000,7000000,,
10,Wandy Peralta,33.7,6.168,4165202427,4125000,3350000,4250000,4450000,4450000,FREE AGENT,,
11,Jurickson Profar,32.1,9.165,112024,1000000,1000000,FREE AGENT,,,,,
12,David Peralta,37.6,9.120,18002024,800000,800000,FREE AGENT,,,,,
13,Donovan Solano,37.3,8.081,1790320241,790323,790323,FREE AGENT,,,,,
