,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,Manny Machado,32.7,12.056,11350202333,31818182,17090909,25090909,39090909,39090909,39090909,39090909,39090909
1,Xander Bogaerts,32.5,11.042,11280202333,25454545,25454545,25454545,25454545,25454545,25454545,25454545,25454545
2,Fernando Tatis Jr.,26.2,5.120,14338251202134202223,24285714,20714286,20714286,25714286,25714286,36714286,36714286,36714286
3,Joe Musgrove,32.3,8.063,5100202327,20000000,20000000,20000000,20000000,FREE AGENT,,,
4,Yu Darvish,38.6,12.146,61082023282024,18000000,21000000,16000000,15000000,15000000,FREE AGENT,,
5,Nick Pivetta,32.1,6.166,45520252820262027,13750000,2500000,20500000,14000000,18000000,FREE AGENT,,
6,Jake Cronenworth,31.2,5.000,780202430,11428571,11285714,12285714,12285714,12285714,12285714,12285714,FREE AGENT
7,Robert Suarez,34.1,3.000,5462023272025,9200000,10000000,8000000,8000000,FREE AGENT,,,
8,Michael King,29.8,5.004,177520252026,7750000,4000000,15000000,,,,,
9,Yuki Matsui,29.4,1.000,52820242720282026,5600000,5500000,5750000,6500000,7000000,,,
10,Wandy Peralta,33.7,7.168,4165202427,4125000,4250000,4450000,4450000,FREE AGENT,,,
11,Elias Díaz,34.4,8.087,13520252026,3500000,1500000,7000000,,,,,
12,Jose Iglesias,35.2,10.158,132025,3000000,3000000,FREE AGENT,,,,,
13,Kyle Hart,32.3,0.128,11520252026,1500000,1000000,5000000,,,,,
14,Yuli Gurriel,40.8,7.073,11352025,1350000,1350000,FREE AGENT,,,,,
15,Jason Heyward,35.6,15.000,112025,1000000,1000000,FREE AGENT,,,,,
16,Tyler Wade,30.3,5.058,190020252026,900000,850000,1000000,,,,,
17,Martín Maldonado,38.6,12.100,"1 yr, TBD (2025)",,TBD,FREE AGENT,,,,,
