Year,Team,Name,Salary
2011,ARI,KellyJohnson,5850000.00
2011,ARI,JoeSaunders,5500000.00
2011,ARI,ChrisYoung,5200000.00
2011,ARI,StephenDrew,4650000.00
2011,ARI,JustinUpton,4458333.00
2011,ARI,J.J.Putz,4000000.00
2011,ARI,ZachDuke,3500000.00
2011,ARI,MiguelMontero,3200000.00
2011,ARI,MelvinMora,2350000.00
2011,ARI,ArmandoGalarraga,2300000.00
2011,ARI,AaronHeilman,2000000.00
2011,ARI,XavierNady,1750000.00
2011,ARI,GeoffBlum,1350000.00
2011,ARI,HenryBlanco,1000000.00
2011,ARI,RussellBranyan,1000000.00
2011,ARI,WillieBloomquist,900000.00
2011,ARI,J.C.Gutierrez,430500.00
2011,ARI,GerardoParra,426000.00
2011,ARI,DavidHernandez,423500.00
2011,ARI,RyanRoberts,423500.00
2011,ARI,IanKennedy,423000.00
2011,ARI,JuanMiranda,420000.00
2011,ARI,DanielHudson,419000.00
2011,ARI,BarryEnright,418000.00
2011,ARI,SamDemel,417000.00
2011,ARI,KamMickolio,417000.00
2011,ARI,JoePaterson,414000.00
2012,ARI,StephenDrew,7750000.00
2012,ARI,JasonKubel,7500000.00
2012,ARI,ChrisYoung,7200000.00
2012,ARI,JustinUpton,6958333.00
2012,ARI,JoeSaunders,6000000.00
2012,ARI,MiguelMontero,5900000.00
2012,ARI,AaronHill,5500000.00
2012,ARI,J.J.Putz,4500000.00
2012,ARI,TrevorCahill,3700000.00
2012,ARI,RyanRoberts,2012500.00
2012,ARI,WillieBloomquist,1900000.00
2012,ARI,CraigBreslow,1795000.00
2012,ARI,BradZiegler,1795000.00
2012,ARI,TakashiSaito,1750000.00
2012,ARI,JohnMcDonald,1500000.00
2012,ARI,GeoffBlum,1350000.00
2012,ARI,HenryBlanco,1250000.00
2012,ARI,LyleOverbay,1000000.00
2012,ARI,IanKennedy,519500.00
2012,ARI,DanielHudson,504000.00
2012,ARI,GerardoParra,502000.00
2012,ARI,DavidHernandez,499000.00
2012,ARI,JoePaterson,487500.00
2012,ARI,JoshCollmenter,486000.00
2012,ARI,BryanShaw,483000.00
2012,ARI,PaulGoldschmidt,482000.00
2012,ARI,WadeMiley,481000.00
2013,ARI,HeathBell,10000000.00
2013,ARI,MiguelMontero,10000000.00
2013,ARI,JasonKubel,7500000.00
2013,ARI,MartinPrado,7000000.00
2013,ARI,J.J.Putz,6500000.00
2013,ARI,CodyRoss,6000000.00
2013,ARI,TrevorCahill,5700000.00
2013,ARI,AaronHill,5500000.00
2013,ARI,BrandonMcCarthy,5250000.00
2013,ARI,IanKennedy,4265000.00
2013,ARI,BradZiegler,3150000.00
2013,ARI,EricChavez,3000000.00
2013,ARI,GerardoParra,2350000.00
2013,ARI,WillieBloomquist,1900000.00
2013,ARI,CliffPennington,1750000.00
2013,ARI,DavidHernandez,1375000.00
2013,ARI,EricHinske,1350000.00
2013,ARI,TonySipp,1275000.00
2013,ARI,WilNieves,800000.00
2013,ARI,MattReynolds,505500.00
2013,ARI,JoshCollmenter,504000.00
2013,ARI,WadeMiley,500500.00
2013,ARI,PaulGoldschmidt,500000.00
2013,ARI,TonyCampana,497500.00
2013,ARI,JoePaterson,497500.00
2013,ARI,RandallDelgado,495000.00
2013,ARI,PatrickCorbin,494000.00
2013,ARI,AdamEaton,491000.00
2013,ARI,DidiGregorius,491000.00
2013,ARI,AJPollock,491000.00
2014,ARI,AaronHill,11000000.00
2014,ARI,MartinPrado,11000000.00
2014,ARI,MiguelMontero,10000000.00
2014,ARI,BronsonArroyo,9500000.00
2014,ARI,CodyRoss,9500000.00
2014,ARI,TrevorCahill,7700000.00
2014,ARI,J.J.Putz,7000000.00
2014,ARI,GerardoParra,4850000.00
2014,ARI,MarkTrumbo,4800000.00
2014,ARI,BradZiegler,4500000.00
2014,ARI,EricChavez,3500000.00
2014,ARI,CliffPennington,3250000.00
2014,ARI,JoeThatcher,2375000.00
2014,ARI,OliverPerez,1750000.00
2014,ARI,PaulGoldschmidt,1100000.00
2014,ARI,JoshCollmenter,925000.00
2014,ARI,AddisonReed,538500.00
2014,ARI,WadeMiley,523500.00
2014,ARI,RandallDelgado,510000.00
2014,ARI,WillHarris,510000.00
2014,ARI,TonyCampana,509500.00
2014,ARI,AJPollock,507000.00
2014,ARI,DidiGregorius,506500.00
2014,ARI,VidalNuno,504500.00
2014,ARI,TuffyGosewisch,502000.00
2014,ARI,ChrisOwings,500000.00
2015,ARI,AaronHill,12000000.00
2015,ARI,MarkTrumbo,6900000.00
2015,ARI,YasmanyTomas,5500000.00
2015,ARI,BradZiegler,5000000.00
2015,ARI,AddisonReed,4875000.00
2015,ARI,JeremyHellickson,4275000.00
2015,ARI,CliffPennington,3275000.00
2015,ARI,PaulGoldschmidt,3100000.00
2015,ARI,OliverPerez,2500000.00
2015,ARI,DavidHernandez,2000000.00
2015,ARI,JoshCollmenter,1400000.00
2015,ARI,DavidPeralta,1024000.00
2015,ARI,GeraldLaird,1000000.00
2015,ARI,JordanPacheco,900000.00
2015,ARI,DanielHudson,800000.00
2015,ARI,MattReynolds,600000.00
2015,ARI,RandallDelgado,526000.00
2015,ARI,PatrickCorbin,524000.00
2015,ARI,AJPollock,519500.00
2015,ARI,RubbyDeLaRosa,516000.00
2015,ARI,TuffyGosewisch,514500.00
2015,ARI,EnderInciarte,513000.00
2015,ARI,ChaseAnderson,512500.00
2015,ARI,ChrisOwings,512500.00
2015,ARI,EvanMarshall,512000.00
2015,ARI,MattStites,510500.00
2015,ARI,NickAhmed,508500.00
2015,ARI,JakeLamb,508500.00
2015,ARI,AndrewChafin,507500.00
2016,ARI,ZackGreinke,31799030.00
2016,ARI,YasmanyTomas,7500000.00
2016,ARI,TylerClippard,6100000.00
2016,ARI,PaulGoldschmidt,5833333.00
2016,ARI,BradZiegler,5500000.00
2016,ARI,ShelbyMiller,4350000.00
2016,ARI,WelingtonCastillo,3700000.00
2016,ARI,AJPollock,3500000.00
2016,ARI,DanielHudson,2700000.00
2016,ARI,JeanSegura,2600000.00
2016,ARI,PatrickCorbin,2525000.00
2016,ARI,RubbyDeLaRosa,2350000.00
2016,ARI,RickieWeeks,1500000.00
2016,ARI,RandallDelgado,1275000.00
2016,ARI,ChrisOwings,530500.00
2016,ARI,DavidPeralta,529600.00
2016,ARI,NickAhmed,521600.00
2016,ARI,RobbieRay,521000.00
2016,ARI,JakeLamb,520300.00
2016,ARI,AndrewChafin,519700.00
2016,ARI,ChrisHerrmann,515900.00
2016,ARI,PhilipGosselin,513900.00
2016,ARI,SilvinoBracho,509300.00
2016,ARI,BrandonDrury,508900.00
2016,ARI,SocratesBrito,508500.00
2016,ARI,JakeBarrett,507500.00
2011,ATL,DerekLowe,15000000.00
2011,ATL,ChipperJones,14000000.00
2011,ATL,DanUggla,9146942.00
2011,ATL,TimHudson,9000000.00
2011,ATL,NateMcLouth,7000000.00
2011,ATL,BrianMcCann,6700000.00
2011,ATL,ScottLinebrink,5500000.00
2011,ATL,JairJurrjens,3250000.00
2011,ATL,MartinPrado,3100000.00
2011,ATL,AlexGonzalez,2500000.00
2011,ATL,PeterMoylan,2000000.00
2011,ATL,DavidRoss,1625000.00
2011,ATL,EricHinske,1350000.00
2011,ATL,GeorgeSherrill,1200000.00
2011,ATL,EricO'Flaherty,895000.00
2011,ATL,JasonHeyward,496500.00
2011,ATL,TommyHanson,456500.00
2011,ATL,KrisMedlen,429500.00
2011,ATL,JonnyVenters,429500.00
2011,ATL,BrooksConrad,427250.00
2011,ATL,CraigKimbrel,419000.00
2011,ATL,CristhianMartinez,419000.00
2011,ATL,BrandonBeachy,416500.00
2011,ATL,FreddieFreeman,414000.00
2011,ATL,BrandonHicks,414000.00
2011,ATL,MattYoung,414000.00
2012,ATL,ChipperJones,14000000.00
2012,ATL,DanUggla,13146942.00
2012,ATL,BrianMcCann,11500000.00
2012,ATL,TimHudson,9000000.00
2012,ATL,MichaelBourn,6845000.00
2012,ATL,JairJurrjens,5500000.00
2012,ATL,MartinPrado,4750000.00
2012,ATL,EricO'Flaherty,2490000.00
2012,ATL,MattDiaz,2125000.00
2012,ATL,DavidRoss,1625000.00
2012,ATL,EricHinske,1600000.00
2012,ATL,JackWilson,1000000.00
2012,ATL,ChadDurbin,900000.00
2012,ATL,LivanHernandez,750000.00
2012,ATL,CraigKimbrel,590000.00
2012,ATL,JasonHeyward,565000.00
2012,ATL,FreddieFreeman,535000.00
2012,ATL,TommyHanson,535000.00
2012,ATL,JonnyVenters,533000.00
2012,ATL,BrandonBeachy,495000.00
2012,ATL,CristhianMartinez,491250.00
2012,ATL,KrisMedlen,490000.00
2012,ATL,MikeMinor,482500.00
2012,ATL,AnthonyVarvaro,481250.00
2012,ATL,JoseConstanza,480000.00
2012,ATL,RandallDelgado,480000.00
2012,ATL,JuanFrancisco,480000.00
2012,ATL,TylerPastornicky,480000.00
2012,ATL,ArodysVizcaino,480000.00
2013,ATL,DanUggla,13146942.00
2013,ATL,B.J.Upton,13050000.00
2013,ATL,BrianMcCann,12000000.00
2013,ATL,JustinUpton,9958333.00
2013,ATL,TimHudson,9000000.00
2013,ATL,PaulMaholm,6500000.00
2013,ATL,EricO'Flaherty,4320000.00
2013,ATL,JasonHeyward,3650000.00
2013,ATL,KrisMedlen,2600000.00
2013,ATL,ChrisJohnson,2287500.00
2013,ATL,ReedJohnson,1600000.00
2013,ATL,GeraldLaird,1500000.00
2013,ATL,CristhianMartinez,749750.00
2013,ATL,PaulJanish,725000.00
2013,ATL,CraigKimbrel,655000.00
2013,ATL,FreddieFreeman,560000.00
2013,ATL,RamiroPena,550000.00
2013,ATL,JordanWalden,541500.00
2013,ATL,JordanSchafer,512500.00
2013,ATL,BrandonBeachy,510000.00
2013,ATL,MikeMinor,505000.00
2013,ATL,JuanFrancisco,496250.00
2013,ATL,LuisAvilan,491250.00
2013,ATL,CoryGearrin,491250.00
2013,ATL,AndreltonSimmons,491250.00
2013,ATL,JulioTeheran,490000.00
2013,ATL,AnthonyVarvaro,490000.00
2014,ATL,JustinUpton,14250000.00
2014,ATL,ErvinSantana,14100000.00
2014,ATL,B.J.Upton,13450000.00
2014,ATL,DanUggla,13000000.00
2014,ATL,CraigKimbrel,7000000.00
2014,ATL,FreddieFreeman,5125000.00
2014,ATL,ChrisJohnson,4750000.00
2014,ATL,JasonHeyward,4500000.00
2014,ATL,GavinFloyd,4000000.00
2014,ATL,MikeMinor,3850000.00
2014,ATL,RyanDoumit,3500000.00
2014,ATL,GeraldLaird,1500000.00
2014,ATL,JordanWalden,1490000.00
2014,ATL,AaronHarang,1000000.00
2014,ATL,AndreltonSimmons,1000000.00
2014,ATL,JulioTeheran,800000.00
2014,ATL,RamiroPena,700000.00
2014,ATL,DavidCarpenter,532500.00
2014,ATL,EvanGattis,520250.00
2014,ATL,LuisAvilan,517500.00
2014,ATL,AnthonyVarvaro,515000.00
2014,ATL,AlexWood,506250.00
2014,ATL,DavidHale,502500.00
2014,ATL,TylerPastornicky,500000.00
2015,ATL,TrevorCahill,12000000.00
2015,ATL,NickMarkakis,11000000.00
2015,ATL,FreddieFreeman,8500000.00
2015,ATL,CameronMaybin,7000000.00
2015,ATL,ChrisJohnson,6000000.00
2015,ATL,JasonGrilli,4250000.00
2015,ATL,JonnyGomes,4000000.00
2015,ATL,AlbertoCallaspo,3000000.00
2015,ATL,AndreltonSimmons,3000000.00
2015,ATL,A.J.Pierzynski,2000000.00
2015,ATL,JimJohnson,1600000.00
2015,ATL,KellyJohnson,1500000.00
2015,ATL,DavidCarpenter,1300000.00
2015,ATL,JulioTeheran,1000000.00
2015,ATL,EricYoung,1000000.00
2015,ATL,ShelbyMiller,535000.00
2015,ATL,LuisAvilan,530000.00
2015,ATL,AlexWood,520000.00
2015,ATL,MikeFoltynewicz,508750.00
2015,ATL,ChristianBethancourt,507500.00
2015,ATL,ToddCunningham,507500.00
2015,ATL,PhilipGosselin,507500.00
2015,ATL,JacePeterson,507500.00
2015,ATL,JoeyTerdoslavich,507500.00
2016,ATL,FreddieFreeman,12359375.00
2016,ATL,NickMarkakis,11000000.00
2016,ATL,ErickAybar,8500000.00
2016,ATL,HectorOlivera,4000000.00
2016,ATL,JasonGrilli,3625000.00
2016,ATL,JulioTeheran,3466666.00
2016,ATL,A.J.Pierzynski,3000000.00
2016,ATL,JimJohnson,2500000.00
2016,ATL,BudNorris,2500000.00
2016,ATL,TylerFlowers,2000000.00
2016,ATL,KellyJohnson,2000000.00
2016,ATL,AlexiOgando,2000000.00
2016,ATL,EricO'Flaherty,1750000.00
2016,ATL,GordonBeckham,1250000.00
2016,ATL,JeffFrancoeur,1000000.00
2016,ATL,ArodysVizcaino,897500.00
2016,ATL,EnderInciarte,523000.00
2016,ATL,JacePeterson,520500.00
2016,ATL,PacoRodriguez,520500.00
2016,ATL,AndrewMcKirahan,511750.00
2016,ATL,WilliamsPerez,511250.00
2016,ATL,AdonisGarcia,508750.00
2016,ATL,DanWinkler,508500.00
2016,ATL,ShaeSimmons,508000.00
2016,ATL,MannyBanuelos,507500.00
2016,ATL,JohnGant,507500.00
2016,ATL,JoseRamirez,507500.00
2016,ATL,DrewStubbs,507500.00
2016,ATL,MattWisler,507500.00
2011,BAL,NickMarkakis,10600000.00
2011,BAL,BrianRoberts,10000000.00
2011,BAL,VladimirGuerrero,7611455.00
2011,BAL,DerrekLee,7250000.00
2011,BAL,LukeScott,6400000.00
2011,BAL,MikeGonzalez,6000000.00
2011,BAL,J.J.Hardy,5850000.00
2011,BAL,JeremyGuthrie,5750000.00
2011,BAL,MarkReynolds,5333333.00
2011,BAL,KevinGregg,4200000.00
2011,BAL,AdamJones,3250000.00
2011,BAL,KojiUehara,3000000.00
2011,BAL,CesarIzturis,1500000.00
2011,BAL,BrianMatusz,1350000.00
2011,BAL,JeremyAccardo,1080000.00
2011,BAL,FelixPie,985000.00
2011,BAL,JimJohnson,975000.00
2011,BAL,JustinDuchscherer,700000.00
2011,BAL,JoshRupe,475000.00
2011,BAL,MattWieters,452250.00
2011,BAL,BradBergesen,434000.00
2011,BAL,JasonBerken,426500.00
2011,BAL,JakeFox,424000.00
2011,BAL,RobertAndino,421500.00
2011,BAL,JakeArrieta,419000.00
2011,BAL,ChrisTillman,417000.00
2012,BAL,NickMarkakis,12350000.00
2012,BAL,BrianRoberts,10000000.00
2012,BAL,MarkReynolds,7833333.00
2012,BAL,J.J.Hardy,7416666.00
2012,BAL,AdamJones,6150000.00
2012,BAL,KevinGregg,5200000.00
2012,BAL,JasonHammel,4750000.00
2012,BAL,MattLindstrom,3600000.00
2012,BAL,Wei-YinChen,3072000.00
2012,BAL,JimJohnson,2625000.00
2012,BAL,EndyChavez,1500000.00
2012,BAL,BrianMatusz,1450000.00
2012,BAL,DarrenO'Day,1350000.00
2012,BAL,RobertAndino,1300000.00
2012,BAL,WilsonBetemit,1250000.00
2012,BAL,RonnyPaulino,1000000.00
2012,BAL,LuisAyala,825000.00
2012,BAL,NickJohnson,800000.00
2012,BAL,MattWieters,500000.00
2012,BAL,TommyHunter,493500.00
2012,BAL,NolanReimold,490500.00
2012,BAL,TaylorTeagarden,489500.00
2012,BAL,JakeArrieta,488500.00
2012,BAL,ChrisDavis,488000.00
2012,BAL,ZackBritton,486000.00
2012,BAL,TroyPatton,483500.00
2012,BAL,PedroStrop,482500.00
2012,BAL,RyanFlaherty,480000.00
2013,BAL,NickMarkakis,15350000.00
2013,BAL,BrianRoberts,10000000.00
2013,BAL,AdamJones,8833333.00
2013,BAL,J.J.Hardy,7416667.00
2013,BAL,JasonHammel,6750000.00
2013,BAL,JimJohnson,6500000.00
2013,BAL,MattWieters,5500000.00
2013,BAL,Wei-YinChen,3655333.00
2013,BAL,ChrisDavis,3300000.00
2013,BAL,DarrenO'Day,2200000.00
2013,BAL,WilsonBetemit,2000000.00
2013,BAL,NateMcLouth,2000000.00
2013,BAL,TommyHunter,1820000.00
2013,BAL,BrianMatusz,1600000.00
2013,BAL,LuisAyala,1000000.00
2013,BAL,NolanReimold,1000000.00
2013,BAL,TroyPatton,815000.00
2013,BAL,TaylorTeagarden,650000.00
2013,BAL,JakeArrieta,516500.00
2013,BAL,ChrisTillman,508500.00
2013,BAL,PedroStrop,502500.00
2013,BAL,MiguelGonzalez,502000.00
2013,BAL,SteveJohnson,495000.00
2013,BAL,MannyMachado,495000.00
2013,BAL,RyanFlaherty,493500.00
2013,BAL,T.J.McFarland,490000.00
2014,BAL,NickMarkakis,15000000.00
2014,BAL,AdamJones,13000000.00
2014,BAL,UbaldoJimenez,11250000.00
2014,BAL,ChrisDavis,10350000.00
2014,BAL,NelsonCruz,8000000.00
2014,BAL,MattWieters,7700000.00
2014,BAL,J.J.Hardy,7000000.00
2014,BAL,BudNorris,5300000.00
2014,BAL,Wei-YinChen,4072000.00
2014,BAL,NickHundley,4000000.00
2014,BAL,DarrenO'Day,3200000.00
2014,BAL,TommyHunter,3000000.00
2014,BAL,BrianMatusz,2400000.00
2014,BAL,RyanWebb,1750000.00
2014,BAL,StevePearce,700000.00
2014,BAL,ChrisTillman,546000.00
2014,BAL,MiguelGonzalez,529000.00
2014,BAL,ZackBritton,521500.00
2014,BAL,MannyMachado,519000.00
2014,BAL,SteveLombardozzi,517500.00
2014,BAL,JemileWeeks,515000.00
2014,BAL,RyanFlaherty,512500.00
2014,BAL,DavidLough,510500.00
2014,BAL,BradBrach,509500.00
2014,BAL,T.J.McFarland,505500.00
2014,BAL,SteveClevenger,505000.00
2014,BAL,KevinGausman,502500.00
2014,BAL,JonathanSchoop,500500.00
2015,BAL,AdamJones,13333333.00
2015,BAL,UbaldoJimenez,12250000.00
2015,BAL,ChrisDavis,12000000.00
2015,BAL,J.J.Hardy,11500000.00
2015,BAL,BudNorris,8800000.00
2015,BAL,MattWieters,8300000.00
2015,BAL,AlejandroDeAza,5000000.00
2015,BAL,Wei-YinChen,4750000.00
2015,BAL,TommyHunter,4650000.00
2015,BAL,ChrisTillman,4315000.00
2015,BAL,DarrenO'Day,4250000.00
2015,BAL,StevePearce,3700000.00
2015,BAL,MiguelGonzalez,3275000.00
2015,BAL,ZackBritton,3200000.00
2015,BAL,BrianMatusz,3200000.00
2015,BAL,EverthCabrera,2400000.00
2015,BAL,DelmonYoung,2250000.00
2015,BAL,TravisSnider,2100000.00
2015,BAL,RyanFlaherty,1075000.00
2015,BAL,MannyMachado,548000.00
2015,BAL,DavidLough,525500.00
2015,BAL,BradBrach,523000.00
2015,BAL,KevinGausman,522000.00
2015,BAL,T.J.McFarland,519000.00
2015,BAL,CalebJoseph,515000.00
2015,BAL,JimmyParedes,515000.00
2015,BAL,JonathanSchoop,515000.00
2015,BAL,SteveClevenger,514000.00
2016,BAL,ChrisDavis,21268890.00
2016,BAL,AdamJones,16329674.00
2016,BAL,WadeMiley,16329674.00
2016,BAL,MattWieters,15800000.00
2016,BAL,UbaldoJimenez,12673102.00
2016,BAL,J.J.Hardy,12209424.00
2016,BAL,MarkTrumbo,9150000.00
2016,BAL,YovaniGallardo,8728776.00
2016,BAL,ZackBritton,6750000.00
2016,BAL,ChrisTillman,6225000.00
2016,BAL,DarrenO'Day,5854712.00
2016,BAL,PedroAlvarez,5731704.00
2016,BAL,MannyMachado,5000000.00
2016,BAL,BrianMatusz,3900000.00
2016,BAL,HyunSooKim,2800000.00
2016,BAL,VanceWorley,2600000.00
2016,BAL,DylanBundy,1800000.00
2016,BAL,RyanFlaherty,1500000.00
2016,BAL,NolanReimold,1300000.00
2016,BAL,BradBrach,1250000.00
2016,BAL,KevinGausman,532000.00
2016,BAL,CalebJoseph,523500.00
2016,BAL,T.J.McFarland,523500.00
2016,BAL,JonathanSchoop,522500.00
2016,BAL,JimmyParedes,520000.00
2016,BAL,MychalGivens,511500.00
2016,BAL,TylerWilson,511500.00
2016,BAL,MikeWright,510500.00
2016,BAL,JoeyRickard,507500.00
2011,BOS,JoshBeckett,17000000.00
2011,BOS,JohnLackey,15950000.00
2011,BOS,CarlCrawford,14857142.00
2011,BOS,J.D.Drew,14000000.00
2011,BOS,DavidOrtiz,12500000.00
2011,BOS,KevinYoukilis,12250000.00
2011,BOS,JonathanPapelbon,12000000.00
2011,BOS,DaisukeMatsuzaka,10333333.00
2011,BOS,MikeCameron,7750000.00
2011,BOS,AdrianGonzalez,6300000.00
2011,BOS,BobbyJenks,6000000.00
2011,BOS,JonLester,5750000.00
2011,BOS,DustinPedroia,5750000.00
2011,BOS,MarcoScutaro,5500000.00
2011,BOS,DanWheeler,3000000.00
2011,BOS,JacobyEllsbury,2400000.00
2011,BOS,JasonVaritek,2000000.00
2011,BOS,TimWakefield,2000000.00
2011,BOS,JunichiTazawa,1500000.00
2011,BOS,DennysReyes,900000.00
2011,BOS,MattAlbers,875000.00
2011,BOS,JarrodSaltalamacchia,750000.00
2011,BOS,ClayBuchholz,555000.00
2011,BOS,DanielBard,505000.00
2011,BOS,DarnellMcDonald,470000.00
2011,BOS,JedLowrie,450000.00
2011,BOS,FelixDoubront,417000.00
2012,BOS,AdrianGonzalez,21857142.00
2012,BOS,CarlCrawford,20357142.00
2012,BOS,JoshBeckett,17000000.00
2012,BOS,JohnLackey,15950000.00
2012,BOS,DavidOrtiz,14575000.00
2012,BOS,KevinYoukilis,12250000.00
2012,BOS,DaisukeMatsuzaka,10333333.00
2012,BOS,DustinPedroia,8250000.00
2012,BOS,JacobyEllsbury,8050000.00
2012,BOS,JonLester,7625000.00
2012,BOS,BobbyJenks,6000000.00
2012,BOS,AndrewBailey,3900000.00
2012,BOS,ClayBuchholz,3750000.00
2012,BOS,CodyRoss,3000000.00
2012,BOS,JarrodSaltalamacchia,2500000.00
2012,BOS,RyanSweeney,1750000.00
2012,BOS,DanielBard,1612500.00
2012,BOS,VicentePadilla,1500000.00
2012,BOS,NickPunto,1500000.00
2012,BOS,KellyShoppach,1350000.00
2012,BOS,AlfredoAceves,1200000.00
2012,BOS,MikeAviles,1200000.00
2012,BOS,MattAlbers,1075000.00
2012,BOS,AndrewMiller,1040000.00
2012,BOS,FranklinMorales,850000.00
2012,BOS,RichHill,725000.00
2012,BOS,MarkMelancon,521000.00
2012,BOS,JustinThomas,516000.00
2012,BOS,ScottAtchison,510000.00
2012,BOS,DarnellMcDonald,506500.00
2012,BOS,MichaelBowden,484000.00
2012,BOS,FelixDoubront,484000.00
2012,BOS,RyanKalish,483000.00
2012,BOS,ChrisCarpenter,482000.00
2013,BOS,JohnLackey,15950000.00
2013,BOS,DavidOrtiz,14500000.00
2013,BOS,RyanDempster,13250000.00
2013,BOS,ShaneVictorino,13000000.00
2013,BOS,JonLester,11625000.00
2013,BOS,DustinPedroia,10250000.00
2013,BOS,StephenDrew,9500000.00
2013,BOS,JacobyEllsbury,9000000.00
2013,BOS,JoelHanrahan,7040000.00
2013,BOS,ClayBuchholz,5750000.00
2013,BOS,JonnyGomes,5000000.00
2013,BOS,MikeNapoli,5000000.00
2013,BOS,JarrodSaltalamacchia,4500000.00
2013,BOS,KojiUehara,4250000.00
2013,BOS,AndrewBailey,4100000.00
2013,BOS,DavidRoss,3100000.00
2013,BOS,AlfredoAceves,2650000.00
2013,BOS,CraigBreslow,2325000.00
2013,BOS,JoseIglesias,2062500.00
2013,BOS,DanielBard,1862500.00
2013,BOS,FranklinMorales,1487500.00
2013,BOS,AndrewMiller,1475000.00
2013,BOS,JunichiTazawa,815000.00
2013,BOS,FelixDoubront,518500.00
2013,BOS,MikeCarp,508500.00
2013,BOS,DanielNava,505500.00
2013,BOS,ClaytonMortensen,504500.00
2013,BOS,PedroCiriaco,502500.00
2013,BOS,WillMiddlebrooks,498000.00
2014,BOS,MikeNapoli,16000000.00
2014,BOS,DavidOrtiz,15000000.00
2014,BOS,JonLester,13000000.00
2014,BOS,ShaneVictorino,13000000.00
2014,BOS,DustinPedroia,12500000.00
2014,BOS,StephenDrew,10100000.00
2014,BOS,A.J.Pierzynski,8250000.00
2014,BOS,ClayBuchholz,7700000.00
2014,BOS,JonnyGomes,5000000.00
2014,BOS,KojiUehara,5000000.00
2014,BOS,EdwardMujica,4750000.00
2014,BOS,CraigBreslow,3825000.00
2014,BOS,DavidRoss,3100000.00
2014,BOS,KellyJohnson,3000000.00
2014,BOS,AllenCraig,2750000.00
2014,BOS,ChrisCapuano,2250000.00
2014,BOS,BurkeBadenhop,2150000.00
2014,BOS,AndrewMiller,1900000.00
2014,BOS,MikeCarp,1400000.00
2014,BOS,JonathanHerrera,1300000.00
2014,BOS,JunichiTazawa,1275000.00
2014,BOS,RusneyCastillo,871429.00
2014,BOS,GradySizemore,750000.00
2014,BOS,DanielNava,556500.00
2014,BOS,WillMiddlebrooks,540000.00
2014,BOS,BrandonWorkman,518000.00
2014,BOS,XanderBogaerts,517000.00
2014,BOS,RyanLavarnway,510000.00
2014,BOS,DrakeBritton,503000.00
2014,BOS,JackieBradley,502000.00
2014,BOS,StevenWright,502000.00
2015,BOS,HanleyRamirez,19750000.00
2015,BOS,PabloSandoval,17600000.00
2015,BOS,MikeNapoli,16000000.00
2015,BOS,DavidOrtiz,16000000.00
2015,BOS,ShaneVictorino,13000000.00
2015,BOS,DustinPedroia,12500000.00
2015,BOS,RickPorcello,12500000.00
2015,BOS,ClayBuchholz,12000000.00
2015,BOS,RusneyCastillo,11271000.00
2015,BOS,JustinMasterson,9500000.00
2015,BOS,KojiUehara,9000000.00
2015,BOS,AllenCraig,5500000.00
2015,BOS,EdwardMujica,4750000.00
2015,BOS,WadeMiley,3666000.00
2015,BOS,RyanHanigan,3500000.00
2015,BOS,JunichiTazawa,2250000.00
2015,BOS,CraigBreslow,2000000.00
2015,BOS,DanielNava,1850000.00
2015,BOS,AlexiOgando,1500000.00
2015,BOS,JoeKelly,603000.00
2015,BOS,AnthonyVarvaro,576500.00
2015,BOS,RobbieRoss,566500.00
2015,BOS,TommyLayne,557000.00
2015,BOS,XanderBogaerts,543000.00
2015,BOS,BrockHolt,530500.00
2015,BOS,JackieBradley,528000.00
2015,BOS,MookieBetts,514500.00
2015,BOS,StevenWright,510500.00
2015,BOS,SandyLeon,510400.00
2015,BOS,HeathHembree,509500.00
2015,BOS,MattBarnes,508500.00
2015,BOS,GarinCecchini,508500.00
2016,BOS,DavidPrice,30000000.00
2016,BOS,HanleyRamirez,22750000.00
2016,BOS,RickPorcello,20125000.00
2016,BOS,PabloSandoval,17600000.00
2016,BOS,DavidOrtiz,16000000.00
2016,BOS,ClayBuchholz,13000000.00
2016,BOS,DustinPedroia,12642511.00
2016,BOS,RusneyCastillo,11400000.00
2016,BOS,CraigKimbrel,11000000.00
2016,BOS,KojiUehara,9000000.00
2016,BOS,ChrisYoung,6500000.00
2016,BOS,RyanHanigan,3700000.00
2016,BOS,JunichiTazawa,3375000.00
2016,BOS,JoeKelly,2600000.00
2016,BOS,RobbieRoss,1250000.00
2016,BOS,XanderBogaerts,650000.00
2016,BOS,BrockHolt,606000.00
2016,BOS,MookieBetts,566000.00
2016,BOS,TommyLayne,563750.00
2016,BOS,JackieBradley,546500.00
2016,BOS,BrandonWorkman,539500.00
2016,BOS,CarsonSmith,529000.00
2016,BOS,EduardoRodriguez,521000.00
2016,BOS,BlakeSwihart,518500.00
2016,BOS,TravisShaw,515000.00
2016,BOS,StevenWright,514500.00
2016,BOS,ChristianVazquez,513000.00
2016,BOS,MattBarnes,511000.00
2016,BOS,NoeRamirez,509500.00
2011,CHW,JakePeavy,16000000.00
2011,CHW,MarkBuehrle,14000000.00
2011,CHW,AlexRios,12500000.00
2011,CHW,AdamDunn,12000000.00
2011,CHW,PaulKonerko,12000000.00
2011,CHW,EdwinJackson,8750000.00
2011,CHW,JuanPierre,8500000.00
2011,CHW,JohnDanks,6000000.00
2011,CHW,CarlosQuentin,5050000.00
