Year,Team,Name,Salary
2016,KC,TimCollins,1475000.00
2016,KC,YordanoVentura,1200000.00
2016,KC,DrewButera,1162500.00
2016,KC,Chien-MingWang,1000000.00
2016,KC,ChristianColon,518425.00
2016,KC,PauloOrlando,514250.00
2016,KC,TerranceGore,508500.00
2016,KC,ReyFuentes,508450.00
2011,LAA,VernonWells,26187500.00
2011,LAA,ToriiHunter,18500000.00
2011,LAA,DanHaren,12750000.00
2011,LAA,ScottKazmir,12000000.00
2011,LAA,BobbyAbreu,9000000.00
2011,LAA,JoelPineiro,8000000.00
2011,LAA,ErvinSantana,8000000.00
2011,LAA,JeredWeaver,7365000.00
2011,LAA,FernandoRodney,5500000.00
2011,LAA,ScottDowns,5000000.00
2011,LAA,HisanoriTakahashi,3800000.00
2011,LAA,HowieKendrick,3300000.00
2011,LAA,MaicerIzturis,3266666.00
2011,LAA,ErickAybar,3000000.00
2011,LAA,KendrysMorales,2975000.00
2011,LAA,AlbertoCallaspo,2000000.00
2011,LAA,JeffMathis,1700000.00
2011,LAA,ReggieWillits,775000.00
2011,LAA,KevinJepsen,435000.00
2011,LAA,JasonBulger,423000.00
2011,LAA,BrandonWood,420000.00
2011,LAA,RichThompson,418000.00
2011,LAA,BobbyWilson,416000.00
2011,LAA,PeterBourjos,414000.00
2011,LAA,BobbyCassevah,414000.00
2011,LAA,HankConger,414000.00
2011,LAA,MichaelKohn,414000.00
2011,LAA,ChrisPettit,414000.00
2011,LAA,FreddySandoval,414000.00
2011,LAA,MarkTrumbo,414000.00
2011,LAA,JordanWalden,414000.00
2012,LAA,VernonWells,24187500.00
2012,LAA,ToriiHunter,18500000.00
2012,LAA,JeredWeaver,14200000.00
2012,LAA,DanHaren,12750000.00
2012,LAA,AlbertPujols,12000000.00
2012,LAA,ErvinSantana,11200000.00
2012,LAA,C.J.Wilson,10500000.00
2012,LAA,BobbyAbreu,9000000.00
2012,LAA,ErickAybar,5075000.00
2012,LAA,ScottDowns,5000000.00
2012,LAA,HowieKendrick,4850000.00
2012,LAA,HisanoriTakahashi,4200000.00
2012,LAA,MaicerIzturis,3966666.00
2012,LAA,ChrisIannetta,3550000.00
2012,LAA,AlbertoCallaspo,3150000.00
2012,LAA,LaTroyHawkins,3000000.00
2012,LAA,KendrysMorales,2975000.00
2012,LAA,JeromeWilliams,820000.00
2012,LAA,JasonIsringhausen,650000.00
2012,LAA,KevinJepsen,501000.00
2012,LAA,PeterBourjos,500000.00
2012,LAA,MarkTrumbo,500000.00
2012,LAA,RichThompson,495000.00
2012,LAA,JordanWalden,495000.00
2012,LAA,BobbyCassevah,490000.00
2012,LAA,BobbyWilson,487500.00
2012,LAA,MichaelKohn,481500.00
2012,LAA,AlexiAmarista,481000.00
2012,LAA,JeremyMoore,480000.00
2013,LAA,JoshHamilton,17400000.00
2013,LAA,JeredWeaver,16200000.00
2013,LAA,AlbertPujols,16000000.00
2013,LAA,C.J.Wilson,11500000.00
2013,LAA,HowieKendrick,9100000.00
2013,LAA,ErickAybar,8750000.00
2013,LAA,JasonVargas,8500000.00
2013,LAA,JoeBlanton,6500000.00
2013,LAA,ChrisIannetta,5050000.00
2013,LAA,ScottDowns,5000000.00
2013,LAA,AlbertoCallaspo,4100000.00
2013,LAA,TommyHanson,3725000.00
2013,LAA,SeanBurnett,3625000.00
2013,LAA,JeffWilliams,2000000.00
2013,LAA,KevinJepsen,1181250.00
2013,LAA,MarkTrumbo,540000.00
2013,LAA,ErnestoFrieri,530000.00
2013,LAA,PeterBourjos,512500.00
2013,LAA,MikeTrout,510000.00
2013,LAA,HankConger,495000.00
2013,LAA,JohnHester,495000.00
2013,LAA,GarrettRichards,495000.00
2013,LAA,DavidCarpenter,493000.00
2013,LAA,AndrewRomine,492000.00
2013,LAA,KoleCalhoun,491000.00
2013,LAA,LuisJimenez,490000.00
2014,LAA,AlbertPujols,23000000.00
2014,LAA,JoshHamilton,17000000.00
2014,LAA,JeredWeaver,16000000.00
2014,LAA,C.J.Wilson,16000000.00
2014,LAA,HowieKendrick,9350000.00
2014,LAA,ErickAybar,8500000.00
2014,LAA,JoeSmith,5250000.00
2014,LAA,DavidFreese,5050000.00
2014,LAA,ChrisIannetta,4975000.00
2014,LAA,ErnestoFrieri,3800000.00
2014,LAA,RaulIbanez,2750000.00
2014,LAA,KevinJepsen,1462500.00
2014,LAA,MikeTrout,1000000.00
2014,LAA,FernandoSalas,870000.00
2014,LAA,JohnMcDonald,850000.00
2014,LAA,HectorSantiago,530000.00
2014,LAA,GarrettRichards,520000.00
2014,LAA,HankConger,517500.00
2014,LAA,DaneDeLaRosa,515000.00
2014,LAA,MichaelKohn,515000.00
2014,LAA,JBShuck,515000.00
2014,LAA,KoleCalhoun,506000.00
2014,LAA,CollinCowgill,506000.00
2014,LAA,GrantGreen,502250.00
2014,LAA,TylerSkaggs,502250.00
2014,LAA,CoryRasmus,501250.00
2014,LAA,MattShoemaker,500500.00
2015,LAA,AlbertPujols,24000000.00
2015,LAA,JeredWeaver,18000000.00
2015,LAA,C.J.Wilson,18000000.00
2015,LAA,ErickAybar,8500000.00
2015,LAA,HustonStreet,7000000.00
2015,LAA,DavidFreese,6425000.00
2015,LAA,MikeTrout,6083000.00
2015,LAA,ChrisIannetta,5525000.00
2015,LAA,JoeSmith,5250000.00
2015,LAA,MattJoyce,4750000.00
2015,LAA,GarrettRichards,3200000.00
2015,LAA,HectorSantiago,2290000.00
2015,LAA,FernandoSalas,1370000.00
2015,LAA,CesarRamos,1312000.00
2015,LAA,VinniePestano,1150000.00
2015,LAA,CollinCowgill,995000.00
2015,LAA,DrewButera,987500.00
2015,LAA,KoleCalhoun,537500.00
2015,LAA,KirkNieuwenhuis,525415.00
2015,LAA,MattShoemaker,517500.00
2015,LAA,JohnnyGiavotella,516250.00
2015,LAA,MikeMorin,514000.00
2015,LAA,CoryRasmus,513000.00
2015,LAA,C.J.Cron,512500.00
2015,LAA,DanRobertson,511250.00
2015,LAA,EfrenNavarro,511000.00
2015,LAA,JoseAlvarez,509500.00
2016,LAA,AlbertPujols,25000000.00
2016,LAA,C.J.Wilson,20500000.00
2016,LAA,JeredWeaver,20200000.00
2016,LAA,MikeTrout,16083333.00
2016,LAA,HustonStreet,8000000.00
2016,LAA,YunelEscobar,7000000.00
2016,LAA,GarrettRichards,6425000.00
2016,LAA,AndreltonSimmons,6000000.00
2016,LAA,JoeSmith,5250000.00
2016,LAA,HectorSantiago,5000000.00
2016,LAA,KoleCalhoun,3400000.00
2016,LAA,GeovanySoto,2800000.00
2016,LAA,FernandoSalas,2400000.00
2016,LAA,CliffPennington,1500000.00
2016,LAA,DanielNava,1375000.00
2016,LAA,CraigGentry,1000000.00
2016,LAA,Ji-ManChoi,650000.00
2016,LAA,JohnnyGiavotella,532500.00
2016,LAA,MattShoemaker,530000.00
2016,LAA,C.J.Cron,525000.00
2016,LAA,MikeMorin,520000.00
2016,LAA,AndrewHeaney,515000.00
2016,LAA,CoryRasmus,514500.00
2016,LAA,CarlosPerez,513000.00
2016,LAA,CamBedrosian,510500.00
2016,LAA,JoseAlvarez,507500.00
2011,LAD,RafaelFurcal,13000000.00
2011,LAD,HirokiKuroda,11765724.00
2011,LAD,AndreEthier,9500000.00
2011,LAD,TedLilly,8166666.00
2011,LAD,MattKemp,7100000.00
2011,LAD,JonathanBroxton,7000000.00
2011,LAD,ChadBillingsley,6275000.00
2011,LAD,CaseyBlake,5500000.00
2011,LAD,JuanUribe,5295910.00
2011,LAD,JamesLoney,4875000.00
2011,LAD,JonGarland,4442023.00
2011,LAD,RodBarajas,3250000.00
2011,LAD,Hung-ChihKuo,2725000.00
2011,LAD,MattGuerrier,2461499.00
2011,LAD,JameyCarroll,2285677.00
2011,LAD,VicentePadilla,2000000.00
2011,LAD,LanceCormier,1200000.00
2011,LAD,DionerNavarro,1000000.00
2011,LAD,MarcusThames,1000000.00
2011,LAD,TonyGwynn,675000.00
2011,LAD,JayGibbons,650000.00
2011,LAD,ClaytonKershaw,500000.00
2011,LAD,MikeMacDougal,500000.00
2011,LAD,AaronMiles,500000.00
2011,LAD,BlakeHawksworth,426000.00
2011,LAD,HectorGimenez,425000.00
2011,LAD,A.J.Ellis,421000.00
2011,LAD,XavierPaul,419500.00
2011,LAD,KenleyJansen,416000.00
2011,LAD,IvanDeJesus,414000.00
2012,LAD,TedLilly,11666666.00
2012,LAD,AndreEthier,10950000.00
2012,LAD,MattKemp,10250000.00
2012,LAD,ChadBillingsley,9000000.00
2012,LAD,JuanUribe,8295910.00
2012,LAD,ClaytonKershaw,7750000.00
2012,LAD,JamesLoney,6375000.00
2012,LAD,MattGuerrier,4711499.00
2012,LAD,AaronHarang,4000000.00
2012,LAD,JuanRivera,4000000.00
2012,LAD,ChrisCapuano,3000000.00
2012,LAD,MarkEllis,2500000.00
2012,LAD,JerryHairston,2250000.00
2012,LAD,ToddCoffey,1000000.00
2012,LAD,JameyWright,900000.00
2012,LAD,TonyGwynn,850000.00
2012,LAD,MattTreanor,850000.00
2012,LAD,AdamKennedy,800000.00
2012,LAD,MikeMacDougal,650000.00
2012,LAD,BlakeHawksworth,495000.00
2012,LAD,KenleyJansen,491000.00
2012,LAD,A.J.Ellis,490000.00
2012,LAD,ScottElbert,488500.00
2012,LAD,JavyGuerra,488000.00
2012,LAD,DeeStrange-Gordon,485000.00
2012,LAD,JoshLindblom,483000.00
2012,LAD,RubbyDeLaRosa,482500.00
2012,LAD,JustinSellers,481000.00
2012,LAD,IvanDeJesus,480500.00
2012,LAD,RonaldBelisario,480000.00
2013,LAD,AdrianGonzalez,21857143.00
2013,LAD,ZackGreinke,21000000.00
2013,LAD,CarlCrawford,20857143.00
2013,LAD,MattKemp,20250000.00
2013,LAD,JoshBeckett,17000000.00
2013,LAD,HanleyRamirez,15500000.00
2013,LAD,AndreEthier,13500000.00
2013,LAD,TedLilly,13166667.00
2013,LAD,ClaytonKershaw,11750000.00
2013,LAD,ChadBillingsley,11000000.00
2013,LAD,JuanUribe,7295911.00
2013,LAD,ChrisCapuano,6375000.00
2013,LAD,RamonHernandez,6000000.00
2013,LAD,BrandonLeague,5500000.00
2013,LAD,MarkEllis,5250000.00
2013,LAD,MattGuerrier,4711499.00
2013,LAD,JerryHairston,3750000.00
2013,LAD,HyunJinRyu,3333333.00
2013,LAD,J.P.Howell,2850000.00
2013,LAD,A.J.Ellis,2000000.00
2013,LAD,YasielPuig,2000000.00
2013,LAD,NickPunto,1500000.00
2013,LAD,SkipSchumaker,1500000.00
2013,LAD,RonaldBelisario,1450000.00
2013,LAD,KenleyJansen,512000.00
2013,LAD,LuisCruz,505000.00
2013,LAD,StephenFife,492500.00
2013,LAD,ElianHerrera,492500.00
2013,LAD,PacoRodriguez,491500.00
2013,LAD,TimFederowicz,491000.00
2013,LAD,AlexCastellanos,490500.00
2013,LAD,JoshWall,490500.00
2014,LAD,ZackGreinke,26000000.00
2014,LAD,AdrianGonzalez,21000000.00
2014,LAD,MattKemp,21000000.00
2014,LAD,CarlCrawford,20250000.00
2014,LAD,HanleyRamirez,16000000.00
2014,LAD,JoshBeckett,15750000.00
2014,LAD,AndreEthier,15500000.00
2014,LAD,DanHaren,10000000.00
2014,LAD,BrianWilson,10000000.00
2014,LAD,BrandonLeague,7500000.00
2014,LAD,JuanUribe,6500000.00
2014,LAD,KevinCorreia,5500000.00
2014,LAD,HyunJinRyu,4333000.00
2014,LAD,KenleyJansen,4300000.00
2014,LAD,AlexGuerrero,4000000.00
2014,LAD,J.P.Howell,4000000.00
2014,LAD,ClaytonKershaw,4000000.00
2014,LAD,YasielPuig,3714000.00
2014,LAD,A.J.Ellis,3550000.00
2014,LAD,ErisbelArruebarrena,3000000.00
2014,LAD,ChrisPerez,2300000.00
2014,LAD,JameyWright,1800000.00
2014,LAD,PaulMaholm,1500000.00
2014,LAD,JustinTurner,1000000.00
2014,LAD,MikeBaxter,700000.00
2014,LAD,DrewButera,700000.00
2014,LAD,ScottElbert,575000.00
2014,LAD,DeeStrange-Gordon,515000.00
2014,LAD,PacoRodriguez,512500.00
2014,LAD,ScottVanSlyke,507500.00
2014,LAD,ChrisWithrow,506600.00
2014,LAD,JoseDominguez,501000.00
2015,LAD,ClaytonKershaw,32571000.00
2015,LAD,ZackGreinke,25000000.00
2015,LAD,AdrianGonzalez,21857000.00
2015,LAD,CarlCrawford,21357000.00
2015,LAD,AndreEthier,18000000.00
2015,LAD,BrandonMcCarthy,12500000.00
2015,LAD,JimmyRollins,11000000.00
2015,LAD,BrettAnderson,10000000.00
2015,LAD,HowieKendrick,9500000.00
2015,LAD,KenleyJansen,7425000.00
2015,LAD,AlexGuerrero,6500000.00
2015,LAD,JuanUribe,6500000.00
2015,LAD,YasielPuig,6214000.00
2015,LAD,A.J.Ellis,4250000.00
2015,LAD,J.P.Howell,4000000.00
2015,LAD,BrandonBeachy,2750000.00
2015,LAD,DarwinBarney,2525000.00
2015,LAD,JoelPeralta,2500000.00
2015,LAD,JustinTurner,2500000.00
2015,LAD,JuanNicasio,2300000.00
2015,LAD,ChrisHeisey,2160000.00
2015,LAD,YasmaniGrandal,693000.00
2015,LAD,JoeWieland,590000.00
2015,LAD,ChrisHatcher,522500.00
2015,LAD,PacoRodriguez,522500.00
2015,LAD,ScottVanSlyke,522500.00
2015,LAD,PedroBaez,512500.00
2015,LAD,YimiGarcia,510000.00
2015,LAD,JocPederson,510000.00
2016,LAD,ClaytonKershaw,33000000.00
2016,LAD,AdrianGonzalez,21000000.00
2016,LAD,CarlCrawford,20750000.00
2016,LAD,AndreEthier,18000000.00
2016,LAD,BrettAnderson,15800000.00
2016,LAD,ScottKazmir,14985384.00
2016,LAD,BrandonMcCarthy,12500000.00
2016,LAD,KenleyJansen,10650000.00
2016,LAD,HowieKendrick,9540378.00
2016,LAD,HyunJinRyu,7833333.00
2016,LAD,AlexGuerrero,7500000.00
2016,LAD,YasielPuig,7214285.00
2016,LAD,ChaseUtley,7000000.00
2016,LAD,J.P.Howell,6250000.00
2016,LAD,JustinTurner,5100000.00
2016,LAD,A.J.Ellis,4500000.00
2016,LAD,JoeBlanton,4000000.00
2016,LAD,KentaMaeda,3125000.00
2016,LAD,YasmaniGrandal,2800000.00
2016,LAD,ScottVanSlyke,1225000.00
2016,LAD,ChrisHatcher,1065000.00
2016,LAD,LouisColeman,725000.00
2016,LAD,CharlieCulberson,535000.00
2016,LAD,AlexWood,530000.00
2016,LAD,PedroBaez,520000.00
2016,LAD,EnriqueHernandez,520000.00
2016,LAD,JocPederson,520000.00
2016,LAD,YimiGarcia,517500.00
2016,LAD,MikeBolsinger,515000.00
2016,LAD,JoshRavin,515000.00
2016,LAD,AustinBarnes,512500.00
2016,LAD,TrayceThompson,512500.00
2016,LAD,FrankieMontas,510000.00
2016,LAD,CoreySeager,510000.00
2016,LAD,RossStripling,507500.00
2012,MIA,CarlosZambrano,19000000.00
2012,MIA,HanleyRamirez,15000000.00
2012,MIA,JoshJohnson,13750000.00
2012,MIA,JoseReyes,10000000.00
2012,MIA,RickyNolasco,9000000.00
2012,MIA,AnibalSanchez,8000000.00
2012,MIA,HeathBell,7000000.00
2012,MIA,MarkBuehrle,7000000.00
2012,MIA,JohnBuck,6500000.00
2012,MIA,JuanCarlosOviedo,6000000.00
2012,MIA,OmarInfante,4000000.00
2012,MIA,EmilioBonifacio,2200000.00
2012,MIA,EdwardMujica,1625000.00
2012,MIA,RandyChoate,1500000.00
2012,MIA,GregDobbs,1400000.00
2012,MIA,ChadGaudin,600000.00
2012,MIA,AustinKearns,600000.00
2012,MIA,DonnieMurphy,560000.00
2012,MIA,ChrisCoghlan,500000.00
2012,MIA,GabySanchez,483000.00
2012,MIA,JoseCeda,480000.00
2012,MIA,SteveCishek,480000.00
2012,MIA,MikeDunn,480000.00
2012,MIA,BrettHayes,480000.00
2012,MIA,LoganMorrison,480000.00
2012,MIA,GiancarloStanton,480000.00
2012,MIA,RyanWebb,480000.00
2013,MIA,RickyNolasco,11500000.00
2013,MIA,AdeinyHechavarria,2750000.00
2013,MIA,PlacidoPolanco,2750000.00
2013,MIA,JacobTurner,2150000.00
2013,MIA,GregDobbs,1600000.00
2013,MIA,JuanPierre,1600000.00
2013,MIA,JeffMathis,1500000.00
2013,MIA,JonRauch,1000000.00
2013,MIA,RyanWebb,975000.00
2013,MIA,MiguelOlivo,800000.00
2013,MIA,GiancarloStanton,537000.00
2013,MIA,HendersonAlvarez,507900.00
2013,MIA,SteveCishek,505000.00
2013,MIA,ChrisCoghlan,503500.00
2013,MIA,NathanEovaldi,502000.00
2013,MIA,JustinRuggiano,494500.00
2013,MIA,MikeDunn,492500.00
2013,MIA,WadeLeBlanc,491500.00
2013,MIA,LoganMorrison,491500.00
2013,MIA,DonovanSolano,491500.00
2013,MIA,RobBrantly,490000.00
2013,MIA,JoeMahoney,490000.00
2013,MIA,AJRamos,490000.00
2013,MIA,KyleSkipworth,490000.00
2014,MIA,GiancarloStanton,6500000.00
2014,MIA,JarrodSaltalamacchia,6000000.00
2014,MIA,SteveCishek,3800000.00
2014,MIA,RafaelFurcal,3500000.00
2014,MIA,GarrettJones,2750000.00
2014,MIA,AdeinyHechavarria,2200000.00
2014,MIA,GregDobbs,1700000.00
2014,MIA,JeffBaker,1600000.00
2014,MIA,JeffMathis,1500000.00
2014,MIA,MikeDunn,1400000.00
2014,MIA,CarlosMarmol,1250000.00
2014,MIA,CaseyMcGehee,1100000.00
2014,MIA,ReedJohnson,1000000.00
2014,MIA,KevinSlowey,800000.00
2014,MIA,JoseFernandez,635000.00
2014,MIA,HendersonAlvarez,525400.00
2014,MIA,NathanEovaldi,517000.00
2014,MIA,TomKoehler,515000.00
2014,MIA,DonovanSolano,511500.00
2014,MIA,EdLucas,510000.00
2014,MIA,AJRamos,510000.00
2014,MIA,MarcellOzuna,505000.00
2014,MIA,ChristianYelich,505000.00
2014,MIA,DerekDietrich,501500.00
2014,MIA,DanJennings,501500.00
2014,MIA,BradHand,500000.00
2014,MIA,JakeMarisnick,500000.00
2015,MIA,MartinPrado,11000000.00
2015,MIA,DanHaren,10000000.00
2015,MIA,MatLatos,9400000.00
2015,MIA,SteveCishek,6650000.00
2015,MIA,GiancarloStanton,6500000.00
2015,MIA,HendersonAlvarez,4000000.00
2015,MIA,DeeStrange-Gordon,2500000.00
2015,MIA,MikeDunn,2350000.00
2015,MIA,JeffBaker,2100000.00
2015,MIA,IchiroSuzuki,2000000.00
2015,MIA,AdeinyHechavarria,1925000.00
2015,MIA,JeffMathis,1500000.00
2015,MIA,DavidPhelps,1400000.00
2015,MIA,DonKelly,1250000.00
2015,MIA,JoseFernandez,651000.00
2015,MIA,ChristianYelich,570000.00
2015,MIA,TomKoehler,555000.00
2015,MIA,MarcellOzuna,545000.00
2015,MIA,JarredCosart,540000.00
2015,MIA,BryanMorris,531500.00
2015,MIA,DonovanSolano,531500.00
2015,MIA,AJRamos,530000.00
2015,MIA,BradHand,520000.00
2015,MIA,SamDyson,507500.00
2016,MIA,Wei-YinChen,12500000.00
2016,MIA,MartinPrado,11000000.00
2016,MIA,GiancarloStanton,9000000.00
2016,MIA,ChrisJohnson,8007500.00
2016,MIA,TomKoehler,3500000.00
2016,MIA,MikeDunn,3450000.00
2016,MIA,AJRamos,3400000.00
2016,MIA,DeeStrange-Gordon,3242202.00
2016,MIA,JoseFernandez,2800000.00
2016,MIA,AdeinyHechavarria,2625000.00
2016,MIA,DavidPhelps,2500000.00
2016,MIA,IchiroSuzuki,2000000.00
2016,MIA,CraigBreslow,1500000.00
2016,MIA,JeffMathis,1500000.00
2016,MIA,BryanMorris,1350000.00
2016,MIA,ChrisNarveson,1200000.00
2016,MIA,DustinMcGowan,1000000.00
2016,MIA,ChristianYelich,1000000.00
2016,MIA,CarterCapps,987500.00
2016,MIA,MarcellOzuna,570000.00
2016,MIA,JarredCosart,550000.00
2016,MIA,JustinBour,537500.00
2016,MIA,J.T.Realmuto,532500.00
2016,MIA,DerekDietrich,522500.00
2016,MIA,AdamConley,512500.00
2016,MIA,MiguelRojas,511000.00
2016,MIA,RaudelLazo,508500.00
2016,MIA,EdwinJackson,507500.00
2011,MIL,PrinceFielder,15500000.00
2011,MIL,ZackGreinke,13500000.00
2011,MIL,RandyWolf,9500000.00
2011,MIL,CoreyHart,6833333.00
2011,MIL,RickieWeeks,4500000.00
2011,MIL,YunieskyBetancourt,4300000.00
2011,MIL,RyanBraun,4287500.00
2011,MIL,LaTroyHawkins,4250000.00
2011,MIL,ShaunMarcum,3950000.00
2011,MIL,YovaniGallardo,3500000.00
2011,MIL,TakashiSaito,1750000.00
2011,MIL,CarlosGomez,1500000.00
2011,MIL,CraigCounsell,1400000.00
2011,MIL,KameronLoe,1250000.00
2011,MIL,MannyParra,1200000.00
2011,MIL,SergioMitre,900000.00
2011,MIL,SeanGreen,875000.00
2011,MIL,MarkKotsay,800000.00
2011,MIL,WilNieves,775000.00
2011,MIL,JeremyReed,550000.00
2011,MIL,CaseyMcGehee,478000.00
2011,MIL,NyjerMorgan,471500.00
2011,MIL,JohnAxford,442500.00
2011,MIL,ChrisNarveson,441500.00
2011,MIL,GeorgeKottaras,440000.00
2011,MIL,MitchStetter,427000.00
2011,MIL,ZachBraddock,424000.00
2011,MIL,JonathanLucroy,424000.00
2011,MIL,ErickAlmonte,414000.00
2011,MIL,BrandonKintzler,414000.00
2012,MIL,ZackGreinke,13500000.00
2012,MIL,RickieWeeks,11000000.00
2012,MIL,RandyWolf,9500000.00
2012,MIL,CoreyHart,9333333.00
2012,MIL,FranciscoRodriguez,8000000.00
2012,MIL,ShaunMarcum,7725000.00
2012,MIL,RyanBraun,7111111.00
2012,MIL,AramisRamirez,6000000.00
2012,MIL,YovaniGallardo,5750000.00
2012,MIL,AlexGonzalez,3500000.00
2012,MIL,NyjerMorgan,2350000.00
2012,MIL,KameronLoe,2175000.00
2012,MIL,JoseVeras,2000000.00
2012,MIL,CarlosGomez,1962500.00
2012,MIL,MannyParra,1200000.00
2012,MIL,NoriAoki,1000000.00
2012,MIL,CesarIzturis,875000.00
2012,MIL,GeorgeKottaras,700000.00
2012,MIL,JohnAxford,525000.00
2012,MIL,TravisIshikawa,525000.00
2012,MIL,ChrisNarveson,500000.00
2012,MIL,JonathanLucroy,492000.00
2012,MIL,MarcoEstrada,486000.00
2012,MIL,TimDillard,482000.00
2012,MIL,MatGamel,481000.00
2012,MIL,BrandonKintzler,481000.00
2013,MIL,RickieWeeks,11000000.00
2013,MIL,KyleLohse,10063922.00
2013,MIL,AramisRamirez,10000000.00
2013,MIL,RyanBraun,9898611.00
2013,MIL,YovaniGallardo,8000000.00
2013,MIL,JohnAxford,5000000.00
2013,MIL,CarlosGomez,4300000.00
2013,MIL,TomGorzelanny,2750000.00
2013,MIL,MikeGonzalez,2250000.00
2013,MIL,MarcoEstrada,1955000.00
2013,MIL,NoriAoki,1712500.00
2013,MIL,BurkeBadenhop,1550000.00
2013,MIL,AlexGonzalez,1450000.00
2013,MIL,YunieskyBetancourt,900000.00
2013,MIL,JonathanLucroy,850000.00
2013,MIL,ChrisNarveson,840000.00
2013,MIL,MikeFiers,498000.00
2013,MIL,MartinMaldonado,494000.00
2013,MIL,JimHenderson,492000.00
2013,MIL,JeanSegura,492000.00
2013,MIL,BrandonKintzler,491000.00
2013,MIL,JeffBianchi,490000.00
2013,MIL,KhrisDavis,490000.00
2013,MIL,WilyPeralta,490000.00
2013,MIL,LoganSchafer,490000.00
2014,MIL,AramisRamirez,16000000.00
2014,MIL,MattGarza,12500000.00
2014,MIL,YovaniGallardo,11250000.00
2014,MIL,KyleLohse,11000000.00
2014,MIL,RickieWeeks,11000000.00
2014,MIL,RyanBraun,10000000.00
2014,MIL,CarlosGomez,7000000.00
2014,MIL,MarcoEstrada,3325000.00
2014,MIL,FranciscoRodriguez,3250000.00
2014,MIL,TomGorzelanny,2950000.00
2014,MIL,JonathanLucroy,2000000.00
2014,MIL,MarkReynolds,2000000.00
2014,MIL,LyleOverbay,1500000.00
2014,MIL,ZachDuke,850000.00
2014,MIL,JeanSegura,534000.00
2014,MIL,WilyPeralta,515000.00
2014,MIL,JimHenderson,512000.00
2014,MIL,BrandonKintzler,507000.00
2014,MIL,LoganSchafer,505000.00
2014,MIL,TylerThornburg,505000.00
2014,MIL,ScooterGennett,504000.00
2014,MIL,KhrisDavis,503000.00
2014,MIL,JeffBianchi,502000.00
2014,MIL,MartinMaldonado,502000.00
2014,MIL,WillSmith,502000.00
2014,MIL,RobWooten,501000.00
2014,MIL,ElianHerrera,500000.00
2015,MIL,AramisRamirez,14000000.00
2015,MIL,RyanBraun,13000000.00
2015,MIL,MattGarza,12500000.00
2015,MIL,KyleLohse,11000000.00
2015,MIL,JonathanBroxton,9000000.00
2015,MIL,CarlosGomez,8000000.00
2015,MIL,AdamLind,7500000.00
2015,MIL,GerardoParra,6237500.00
2015,MIL,FranciscoRodriguez,3500000.00
2015,MIL,NealCotts,3000000.00
2015,MIL,JonathanLucroy,3000000.00
2015,MIL,BrandonKintzler,1075000.00
2015,MIL,MartinMaldonado,825000.00
2015,MIL,JeanSegura,534000.00
2015,MIL,WilyPeralta,525500.00
2015,MIL,KhrisDavis,519500.00
2015,MIL,ScooterGennett,516500.00
2015,MIL,MikeFiers,512500.00
2015,MIL,WillSmith,512500.00
2015,MIL,JimmyNelson,511500.00
2015,MIL,JeremyJeffress,510500.00
2015,MIL,LoganSchafer,510500.00
2015,MIL,TylerThornburg,510500.00
2015,MIL,RobWooten,509500.00
2015,MIL,MichaelBlazek,508500.00
2015,MIL,LuisJimenez,508500.00
2015,MIL,JuanCenteno,507500.00
2015,MIL,HectorGomez,507500.00
2015,MIL,JasonRogers,507500.00
2016,MIL,RyanBraun,19315013.00
2016,MIL,MattGarza,12209424.00
2016,MIL,AaronHill,12000000.00
2016,MIL,JonathanLucroy,4100000.00
2016,MIL,WilyPeralta,2800000.00
2016,MIL,ChrisCarter,2500000.00
2016,MIL,ChrisCapuano,1500000.00
2016,MIL,WillSmith,1475000.00
2016,MIL,MartinMaldonado,1125000.00
2016,MIL,CarlosTorres,1050000.00
2016,MIL,BlaineBoyer,950000.00
2016,MIL,JimmyNelson,522300.00
2016,MIL,ChaseAnderson,520200.00
2016,MIL,JeremyJeffress,519100.00
2016,MIL,TaylorJungmann,518500.00
2016,MIL,ScooterGennett,518100.00
2016,MIL,MichaelBlazek,514200.00
2016,MIL,KirkNieuwenhuis,514000.00
2016,MIL,TylerThornburg,513900.00
2016,MIL,DomingoSantana,513800.00
2016,MIL,CoreyKnebel,513000.00
2016,MIL,JonathanVillar,512900.00
2016,MIL,ArielPena,510000.00
2016,MIL,SeanNolin,509700.00
2016,MIL,YhonathanBarrios,509200.00
2016,MIL,RamonFlores,508800.00
2016,MIL,YadielRivera,508600.00
2016,MIL,KeonBroxton,508500.00
2016,MIL,RymerLiriano,508500.00
2016,MIL,ColinWalsh,507500.00
2011,MIN,JoeMauer,23000000.00
2011,MIN,JustinMorneau,15000000.00
2011,MIN,JoeNathan,11250000.00
2011,MIN,MichaelCuddyer,10500000.00
2011,MIN,CarlPavano,8000000.00
2011,MIN,MattCapps,7150000.00
2011,MIN,DelmonYoung,5375000.00
2011,MIN,JasonKubel,5250000.00
2011,MIN,ScottBaker,5000000.00
2011,MIN,FranciscoLiriano,4300000.00
2011,MIN,NickBlackburn,3000000.00
2011,MIN,TsuyoshiNishioka,3000000.00
2011,MIN,JimThome,3000000.00
2011,MIN,KevinSlowey,2700000.00
2011,MIN,DenardSpan,1000000.00
2011,MIN,AlexiCasilla,865000.00
2011,MIN,GlenPerkins,700000.00
2011,MIN,JasonRepko,600000.00
2011,MIN,BrianDuensing,462500.00
2011,MIN,JoseMijares,445000.00
