,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Andrew Kittredge,35.0,2.070,17502021,,750000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Austin Meadows,29.9,2.074,159142021,,591400,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Yandy Díaz,33.6,2.122,158892021,,588900,ARB 2,ARB 3,ARB 4,FREE AGENT,,
3,Jalen Beeks,31.7,2.070,158882021,,588800,ARB 1,ARB 2,ARB 3,FREE AGENT,,
4,Nick Anderson,34.7,2.000,158782021,,587800,ARB 1,ARB 2,ARB 3,FREE AGENT,,
5,Jeffrey Springs,32.5,2.043,15852021,,585000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
6,Brett Phillips,30.8,2.013,158442021,,584400,ARB 1,ARB 2,ARB 3,FREE AGENT,,
7,Jordan Luplow,31.5,2.112,158152021,,581500,ARB 1,ARB 2,ARB 3,FREE AGENT,,
8,Cody Reed,31.9,2.072,158122021,,581200,ARB 1,ARB 2,ARB 3,FREE AGENT,,
9,Francisco Mejía,29.4,2.054,158052021,,580500,ARB 1,ARB 2,ARB 3,FREE AGENT,,
10,Mike Brosseau,31.0,1.100,158632021,,586300,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
11,Pete Fairbanks,31.3,1.057,158382021,,583800,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
12,Colin Poche,31.2,1.114,157782021,,577800,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
13,Ryan Thompson,32.7,1.000,157722021,,577200,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
14,JT Chargois,34.3,1.125,157052021,,570500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
15,Randy Arozarena,30.1,0.129,158122021,,581200,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT
16,Drew Rasmussen,29.7,0.128,15732021,,573000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
17,J.P. Feyereisen,32.1,0.108,157242021,,572400,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
18,Wander Franco,24.1,,157052021,,570500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
19,Shane McClanahan,27.9,0.000,157052021,,570500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
20,Josh Fleming,28.9,0.100,157052021,,570500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
21,Luis Patiño,25.4,0.100,157052021,,570500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
22,Estimated salaries for other pre-arbitration players,0,,,,,,,,,,
