,Player,Age,Service Time,Contract,AAV,2022,2023,2024,2025,2026,2027,2028
0,Ji Man Choi,33.9,4.076,1322022,,3200000,ARB 3,FREE AGENT,,,,
1,Ryan Yarbrough,33.2,3.147,13852022,,3850000,ARB 3,ARB 4,FREE AGENT,,,
2,Yandy Díaz,33.6,3.122,1282022,,2800000,ARB 3,ARB 4,FREE AGENT,,,
3,Andrew Kittredge,35.0,3.070,11852022,,1850000,ARB 2,ARB 3,FREE AGENT,,,
4,Francisco Mejía,29.4,3.062,114552022,,1455000,ARB 2,ARB 3,FREE AGENT,,,
5,Yonny Chirinos,31.2,3.137,111752022,,1175000,ARB 3,ARB 4,FREE AGENT,,,
6,Jeffrey Springs,32.5,3.055,194752022,,947500,ARB 2,ARB 3,FREE AGENT,,,
7,Nick Anderson,34.7,3.000,18452022,,845000,ARB 2,ARB 3,FREE AGENT,,,
8,Jalen Beeks,31.7,3.070,17502022,,750000,ARB 2,ARB 3,FREE AGENT,,,
9,Harold Ramírez,30.6,2.124,17282022,,728000,ARB 2,ARB 3,ARB 4,FREE AGENT,,
