,Player,Age,Service Time,Contract,AAV,2022,2023,2024,2025,2026,2027,2028
0,Pete Fairbanks,31.3,2.057,171442022,,714400,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,JT Chargois,34.3,2.101,171052022,,710500,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Colin Poche,31.2,2.114,"1 yr, TBD (2022)",,TBD,ARB 1,ARB 2,ARB 3,FREE AGENT,,
3,Ryan Thompson,32.7,2.000,"1 yr, TBD (2022)",,TBD,ARB 1,ARB 2,ARB 3,FREE AGENT,,
4,Jason Adam,33.6,1.129,19002022,,900000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,Randy Arozarena,30.1,1.129,171662022,,716600,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Drew Rasmussen,29.7,1.111,171182022,,711800,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,J.P. Feyereisen,32.1,1.108,170862022,,708600,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
8,Josh Fleming,28.9,1.076,170742022,,707400,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
9,Luis Patiño,25.4,1.058,170742022,,707400,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
10,Shane McClanahan,27.9,0.158,171142022,,711400,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
11,Estimated salaries for other pre-arbitration players,3500000,,,,,,,,,,
