,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,Drew Rasmussen,29.7,2.111,173972023,,739700,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Shane McClanahan,27.9,1.158,17372023,,737000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
2,Isaac Paredes,26.1,1.160,17352023,,735000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
3,Jose Siri,29.7,1.015,173162023,,731600,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
4,Taylor Walls,28.7,1.092,172762023,,727600,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,Garrett Cleavinger,30.9,1.060,172512023,,725100,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Shane Baz,25.8,1.014,172362023,,723600,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Josh Lowe,27.1,0.093,172322023,,723200,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
8,Luke Raley,30.5,0.106,172232023,,722300,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
9,Taj Bradley,24.0,0.000,17202023,,720000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
10,Kevin Kelly,27.3,0.000,17202023,,720000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
11,Estimated salaries for other pre-arbitration players,1440000,,,,,,,,,,
