,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Jose Siri,29.7,2.015,175782024,,757800,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Taylor Walls,28.7,2.092,175732024,,757300,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Ben Rortvedt,27.5,2.043,175542024,,755400,ARB 1,ARB 2,ARB 3,FREE AGENT,,
3,Richard Lovelady,29.7,2.026,17502024,,750000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
4,Garrett Cleavinger,30.9,2.060,174692024,,746900,ARB 1,ARB 2,ARB 3,FREE AGENT,,
5,Christopher Morel,25.8,1.117,17672024,,767000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Josh Lowe,27.1,1.093,175572024,,755700,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Edwin Uceta,27.2,1.048,17502024,,750000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
8,Kevin Kelly,27.3,1.000,17452024,,745000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
9,Ryan Pepiot,27.6,1.005,174492024,,744900,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
10,Shane Baz,25.8,2.014,174362024,,743600,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT,
11,Taj Bradley,24.0,0.114,174332024,,743300,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
12,Junior Caminero,21.7,0.010,17422024,,742000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
13,José Caballero,28.6,0.170,175172024,,751700,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT
14,Richie Palacios,27.9,0.156,174522024,,745200,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT
15,René Pinto,28.4,0.150,174512024,,745100,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
16,Estimated salaries for other pre-arbitration players,5920000,,,,,,,,,,
