,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,Ketel Marte,31.5,6.162,5792023272028,15200000,11600000,13600000,19600000,16600000,14600000,13000000,
1,Corbin Carroll,24.6,0.038,81112023302031,13875000,1625000,3625000,5625000,10625000,12625000,14625000,28625000
2,Merrill Kelly,36.4,4.000,3242023252025,9000000,8500000,8500000,7000000,FREE AGENT,,,
3,Mark Melancon,40.0,12.098,214202223,7000000,6000000,5000000,,,,,
4,Tommy Pham,37.0,7.107,162023,6000000,6000000,FREE AGENT,,,,,
5,Lourdes Gurriel Jr.,31.5,4.094,722201723,5828571,5828571,FREE AGENT,,,,,
6,Jace Peterson,34.9,6.142,295202324,4750000,4500000,5000000,,,,,
7,Evan Longoria,39.5,14.170,142023,4000000,4000000,FREE AGENT,,,,,
8,Miguel Castro,30.3,6.079,285202324,3500000,3500000,5000000,,,,,
9,Scott McGough,35.4,,2625202324,3125000,2500000,3000000,4000000,,,,
