,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,Corbin Burnes,30.4,6.049,62102025302026,33041322,35000000,35000000,35000000,35000000,35000000,35000000,FREE AGENT
1,Jordan Montgomery,32.2,7.145,2475202425,23750000,22500000,FREE AGENT,,,,,
2,Eduardo Rodriguez,32.0,9.070,4802024272028,20000000,20000000,21000000,19000000,17000000,,,
3,Ketel Marte,31.5,8.162,5792023272028,18200000,19600000,16600000,14600000,13000000,,,
4,Eugenio Suárez,33.7,10.061,879201825,15000000,15000000,FREE AGENT,,,,,
5,Lourdes Gurriel Jr.,31.5,6.094,34220242620272025,14000000,14000000,13000000,14000000,,,,
6,Corbin Carroll,24.6,2.038,81112023302031,13875000,5625000,10625000,12625000,14625000,28625000,28625000,28000000
7,Merrill Kelly,36.4,6.000,324202325,7000000,7000000,FREE AGENT,,,,,
8,Randal Grichuk,33.6,10.033,1520252026,5000000,2000000,5000000,,,,,
9,Justin Martinez,23.7,1.024,518202529203031,3600000,1900000,2400000,3400000,4400000,5900000,7000000,9000000
10,Geraldo Perdomo,25.4,3.015,125520254452026292030,2550000,2550000,6250000,9250000,12250000,14250000,15000000,
11,Garrett Hampson,30.5,6.010,1152025,1500000,1500000,FREE AGENT,,,,,
12,Kendall Graveman,34.3,9.078,113520252026,1350000,1250000,5000000,,,,,
13,Jalen Beeks,31.7,6.003,11252025,1250000,1250000,FREE AGENT,,,,,
