,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Jordan Montgomery,32.2,6.153,24752024252025,23750000,25000000,22500000,FREE AGENT,,,,
1,Eduardo Rodriguez,32.0,8.070,4802024272028,20000000,14000000,20000000,21000000,19000000,17000000,,
2,Josh Bell,32.6,7.053,233202324,16500000,16500000,FREE AGENT,,,,,
3,Ketel Marte,31.5,7.162,5792023272028,15200000,13600000,19600000,16600000,14600000,13000000,,
4,Lourdes Gurriel Jr.,31.5,5.094,34220242620272025,14000000,10000000,14000000,13000000,14000000,,,
5,Corbin Carroll,24.6,1.038,81112023302031,13875000,3625000,5625000,10625000,12625000,14625000,28625000,28625000
6,Joc Pederson,32.9,9.028,11252024,12500000,9500000,14000000,,,,,
7,Eugenio Suárez,33.7,9.061,8792018252025,11285714,11285714,15000000,FREE AGENT,,,,
8,Merrill Kelly,36.4,5.000,3242023252025,9000000,8500000,7000000,FREE AGENT,,,,
9,Randal Grichuk,33.6,9.033,13252024,3250000,1500000,6000000,,,,,
10,Scott McGough,35.4,1.046,2625202324,3125000,3000000,4000000,,,,,
11,Kevin Newman,31.6,5.046,18002024,800000,800000,FREE AGENT,,,,,
