,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,Zac Gallen,29.6,5.100,11352025,,13500000,FREE AGENT,,,,,
1,Josh Naylor,27.8,5.127,11092025,,10900000,FREE AGENT,,,,,
2,Ryan Thompson,32.7,4.095,129652025,,2965000,ARB 4,FREE AGENT,,,,
3,A.J. Puk,29.9,4.124,12952025,,2950000,ARB 3,FREE AGENT,,,,
4,Kevin Ginkel,31.0,4.033,124252025,,2425000,ARB 3,FREE AGENT,,,,
5,Joe Mantiply,34.1,4.029,1172025,,1700000,ARB 3,FREE AGENT,,,,
6,Pavin Smith,29.1,3.015,1152025,,1500000,ARB 2,ARB 3,FREE AGENT,,,
7,Kyle Nelson,28.7,3.076,18252025,,825000,ARB 2,ARB 3,FREE AGENT,,,
