,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,Dylan Cease,29.2,3.089,1572023,,5700000,ARB 2,ARB 3,FREE AGENT,,,
1,Michael Kopech,28.9,3.041,12052023,,2050000,ARB 2,ARB 3,FREE AGENT,,,
2,Trayce Thompson,34.0,3.010,11452023,,1450000,ARB 2,ARB 3,FREE AGENT,,,
