,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Dallas Keuchel,32.8,7.031,35552020222023,18500000,18000000,18000000,18000000,20000000,,,
1,Yasmani Grandal,31.9,7.115,473202023,18250000,18250000,18250000,18250000,18250000,FREE AGENT,,
2,José Abreu,33.7,6.000,350202022,16666667,12666666,17666667,19666667,FREE AGENT,,,
3,Yoán Moncada,25.4,2.106,5702020242025,14000000,1800000,6800000,13800000,17800000,24800000,25000000,
4,Edwin Encarnación,37.7,14.085,11220202021,12000000,12000000,12000000,,,,,
5,Luis Robert Jr.,23.2,0.000,650202025202627,8333333,1500000,3500000,6000000,9500000,12500000,15000000,20000000
6,Eloy Jiménez,23.9,1.000,643201924202526,7166667,2333333,4333333,7333333,10333334,13833334,16500000,18500000
7,Steve Cishek,34.3,8.143,1620202021,6000000,5250000,6750000,,,,,
8,Gio González,35.0,10.146,1520202021,5000000,4500000,7000000,,,,,
9,Tim Anderson,27.3,3.115,625201722202324,4166667,4000000,7250000,9500000,12500000,14000000,,
10,Leury García,29.6,5.025,13520202021,3500000,3250000,3500000,,,,,
11,Aaron Bummer,27.0,1.150,516202024202526,3200000,1000000,2000000,2500000,3750000,5500000,7250000,7500000
12,Jarrod Dyson,36.1,8.088,122020,2000000,2000000,FREE AGENT,,,,,
13,Ross Detwiler,34.6,7.011,18002020,800000,800000,FREE AGENT,,,,,
