,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Dallas Keuchel,37.2,8.031,3555202022,18500000,18000000,18000000,20000000,,,,
1,Yasmani Grandal,36.4,8.115,473202023,18250000,18250000,18250000,18250000,FREE AGENT,,,
2,Liam Hendriks,36.1,6.164,354202123,18000000,11333333,13333333,14333333,15000000,,,
3,José Abreu,38.2,7.000,350202022,16666667,17666667,19666667,FREE AGENT,,,,
4,Craig Kimbrel,36.8,9.161,4582019222022,14333333,16000000,16000000,FREE AGENT,,,,
5,Yoán Moncada,29.8,3.106,570202024,14000000,6800000,13800000,17800000,24800000,25000000,,
6,Lance Lynn,37.9,9.119,330201921238202223,10000000,9333333,18500000,18500000,18000000,,,
7,Luis Robert Jr.,27.6,1.000,650202025202627,8333333,3500000,6000000,9500000,12500000,15000000,20000000,20000000
8,Eloy Jiménez,28.3,2.000,643201924202526,7166667,4333333,7333333,10333333,13833333,16500000,18500000,
9,César Hernández,34.8,6.154,152021,5000000,5000000,6000000,,,,,
10,Tim Anderson,31.8,4.115,73752017232023,4166667,7250000,9500000,12500000,14000000,,,
11,Leury García,34.0,6.025,2675202021,3500000,3500000,FREE AGENT,,,,,
12,Aaron Bummer,31.5,2.150,51475202024,3200000,2000000,2500000,3750000,5500000,,,
13,Carlos Rodón,32.3,5.168,132021,3000000,3000000,FREE AGENT,,,,,
14,Billy Hamilton,34.5,7.009,112021,1000000,1000000,FREE AGENT,,,,,
15,Ryan Tepera,37.4,5.008,18002021,800000,800000,FREE AGENT,,,,,
