,Player,Age,Service Time,Contract,AAV,2022,2023,2024,2025,2026,2027,2028
0,Lance Lynn,37.9,10.119,238202223,19000000,18500000,18500000,18000000,,,,
1,Yasmani Grandal,36.4,9.115,473202023,18250000,18250000,18250000,FREE AGENT,,,,
2,Liam Hendriks,36.1,7.164,354202123,18000000,13333333,14333333,15000000,,,,
3,José Abreu,38.2,8.000,350202022,16666667,19666667,FREE AGENT,,,,,
4,Yoán Moncada,29.8,4.106,570202024,14000000,13800000,17800000,24800000,25000000,,,
5,AJ Pollock,37.3,9.052,5645201922,10000000,11500000,13000000,,,,,
6,Joe Kelly,36.8,9.029,217202223,8500000,7000000,9000000,9500000,,,,
7,Luis Robert Jr.,27.6,2.000,650202025202627,8333333,6000000,9500000,12500000,15000000,20000000,20000000,
8,Kendall Graveman,34.3,6.078,324202224,8000000,8000000,8000000,8000000,FREE AGENT,,,
9,Eloy Jiménez,28.3,3.000,643201924202526,7166667,7333333,10333333,13833333,16500000,18500000,,
10,Leury García,34.0,7.025,3165202224,5500000,5500000,5500000,5500000,,,,
11,Josh Harrison,37.7,9.168,1552022,5500000,4000000,5500000,,,,,
12,Tim Anderson,31.8,5.115,73752017232023,4166667,9500000,12500000,14000000,,,,
13,Jake Diekman,38.2,9.050,28202223,4000000,3500000,3500000,4000000,,,,
14,Aaron Bummer,31.5,3.150,51475202024,3200000,2500000,3750000,5500000,,,,
15,Johnny Cueto,39.1,14.000,1314320224,3142857,3142857,FREE AGENT,,,,,
16,Vince Velasquez,32.8,6.086,132022,3000000,3000000,FREE AGENT,,,,,
