,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Victor Reyes,30.5,2.084,158712021,,587100,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Spencer Turnbull,32.5,2.020,158692021,,586900,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Grayson Greiner,32.5,2.083,158312021,,583100,ARB 1,ARB 2,ARB 3,FREE AGENT,,
3,Dustin Garneau,37.6,2.140,"1 yr, TBD (2021)",,TBD,ARB 2,ARB 3,ARB 4,FREE AGENT,,
4,Harold Castro,31.3,1.141,158172021,,581700,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,Gregory Soto,30.1,1.102,157962021,,579600,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Tyler Alexander,30.7,1.058,157882021,,578800,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Willi Castro,27.9,0.170,157852021,,578500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
8,Tarik Skubal,28.3,0.114,157432021,,574300,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
9,Casey Mize,27.9,0.111,157412021,,574100,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
10,Eric Haase,32.3,0.099,157052021,,570500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
11,Akil Baddoo,26.6,,157052021,,570500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
12,Kyle Funkhouser,31.0,0.136,157052021,,570500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
13,Jake Rogers,29.9,0.062,"1 yr, TBD (2021)",,TBD,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
14,Estimated salaries for other pre-arbitration players,4564000,,,,,,,,,,
