,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,Ryan Jeffers,27.8,2.089,174172023,,741650,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Alex Kirilloff,27.4,1.141,173572023,,735650,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
2,Nick Gordon,29.4,1.136,173542023,,735400,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
3,Trevor Larnach,28.1,1.101,173372023,,733650,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
4,Griffin Jax,30.3,1.091,173322023,,733150,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,Joe Ryan,28.8,1.033,173032023,,730250,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Jhoan Duran,27.2,1.000,17202023,,720000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Bailey Ober,29.7,1.124,"1 yr, TBD (2023)",,TBD,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
8,Jose Miranda,26.7,0.157,172792023,,727850,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
9,Royce Lewis,25.8,0.142,172712023,,727100,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
10,Jovani Moran,27.9,0.124,172622023,,726200,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
11,Estimated salaries for other pre-arbitration players,2160000,,,,,,,,,,
