,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Carlos Correa,30.5,8.119,6200202328202932,33333333,33333333,37333333,32833333,31833333,31333333,25000000,20000000
1,Pablo López,29.1,5.093,4735202427,18375000,8250000,21750000,21750000,21750000,FREE AGENT,,
2,Byron Buxton,31.3,7.160,7100202228,14285714,15142857,15142857,15142857,15142857,15142857,FREE AGENT,
3,Anthony DeSclafani,34.9,9.062,336202224,12000000,12000000,FREE AGENT,,,,,
4,Manuel Margot,30.5,7.012,219202324,12000000,10000000,12000000,,,,,
5,Max Kepler,32.1,7.152,644201924,10000000,10000000,FREE AGENT,,,,,
6,Christian Vázquez,34.6,9.031,330202325,10000000,10000000,10000000,FREE AGENT,,,,
7,Kyle Farmer,34.6,5.129,1632024,6300000,6050000,6250000,,,,,
8,Carlos Santana,39.0,13.115,15252024,5250000,5250000,FREE AGENT,,,,,
9,Chris Paddack,29.2,5.000,3125202325,4166667,2500000,7500000,FREE AGENT,,,,
10,Randy Dobnak,30.2,2.043,5925202125202628,1850000,2250000,3000000,6000000,7000000,8500000,,
11,Jorge Alcala,29.7,4.014,22292024252025,845000,790000,1500000,FREE AGENT,,,,
