,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,Carlos Correa,30.5,9.119,6200202328202932,33333333,37333333,32833333,31833333,31333333,25000000,20000000,15000000
1,Pablo López,29.1,6.093,4735202427,18375000,21750000,21750000,21750000,FREE AGENT,,,
2,Byron Buxton,31.3,8.160,7100202228,14285714,15142857,15142857,15142857,15142857,FREE AGENT,,
3,Christian Vázquez,34.6,10.031,330202325,10000000,10000000,FREE AGENT,,,,,
4,Harrison Bader,30.8,7.030,162520252026,6250000,4750000,TBD,,,,,
5,Chris Paddack,29.2,6.000,3125202325,4166667,7500000,FREE AGENT,,,,,
6,Danny Coulombe,35.4,6.008,132025,3000000,3000000,FREE AGENT,,,,,
7,Randy Dobnak,30.2,3.052,5925202125202628,1850000,3000000,6000000,7000000,8500000,,,
8,Jorge Alcala,29.7,4.165,2229202425,1500000,1500000,ARB 3,FREE AGENT,,,,
9,Justin Topa,34.1,4.044,1122520252026,1225000,1000000,2000000,FREE AGENT,,,,
10,Ty France,30.7,5.089,112025,1000000,1000000,FREE AGENT,,,,,
