,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,Carlos Correa,30.5,7.119,6200202328202932,33333333,33333333,33333333,37333333,32833333,31833333,31333333,25000000
1,Byron Buxton,31.3,6.160,7100202228,14285714,15142857,15142857,15142857,15142857,15142857,15142857,FREE AGENT
2,Sonny Gray,35.4,9.061,445202023,12500000,12500000,FREE AGENT,,,,,
3,Joey Gallo,31.3,6.103,1112023,11000000,11000000,FREE AGENT,,,,,
4,Christian Vázquez,34.6,8.031,330202325,10000000,10000000,10000000,10000000,FREE AGENT,,,
5,Max Kepler,32.1,6.152,6442019242024,7000000,8500000,10000000,FREE AGENT,,,,
6,Pablo López,29.1,4.093,154520234735202427,5450000,5450000,8250000,21750000,21750000,21750000,FREE AGENT,
7,Jorge Polanco,31.7,6.024,6362019242024,5150000,7500000,10500000,12000000,,,,
8,Michael A. Taylor,34.0,7.129,29202223,4500000,4500000,FREE AGENT,,,,,
9,Chris Paddack,29.2,4.000,3125202325,4166667,2500000,2500000,7500000,FREE AGENT,,,
10,Kenta Maeda,37.0,7.000,826201623,3250000,3125000,FREE AGENT,,,,,
11,Donovan Solano,37.3,7.081,122023,2000000,2000000,FREE AGENT,,,,,
12,Randy Dobnak,30.2,2.043,5925202125202628,1850000,1500000,2250000,3000000,6000000,7000000,8500000,
13,Jordan Luplow,31.5,4.108,1142023,1400000,1400000,ARB 3,FREE AGENT,,,,
