,Player,Age,Service Time,Contract,AAV,2022,2023,2024,2025,2026,2027,2028
0,Mike Trout,33.6,10.070,124265201930,35541667,37116667,37116667,37116667,37116667,37116667,37116667,37116667
1,Anthony Rendon,34.8,8.130,7245202026,35000000,36571429,38571429,38571429,38571429,38571429,FREE AGENT,
2,Aaron Loup,37.3,9.040,217202223,8500000,7500000,7500000,7500000,,,,
3,Ryan Tepera,37.4,6.008,214202223,7000000,7000000,7000000,,,,,
4,Michael Lorenzen,33.2,6.159,16752022,6750000,6750000,FREE AGENT,,,,,
5,Max Stassi,34.0,5.049,3165592022242023,5833333,3000000,6059140,7000000,7500000,,,
6,David Fletcher,30.8,3.111,526202125202627,5200000,4000000,6000000,6000000,6500000,8000000,8500000,
7,Shohei Ohtani,30.7,4.000,2852021221302023,4250000,5500000,30000000,FREE AGENT,,,,
8,Archie Bradley,32.6,6.112,13752022,3750000,3750000,FREE AGENT,,,,,
9,Kurt Suzuki,41.5,14.113,11752022,1750000,1750000,FREE AGENT,,,,,
10,Matt Duffy,34.2,6.059,1152022,1500000,1500000,FREE AGENT,,,,,
