Ranking,Player,2003/04,2003/04(*)
1.,Kevin Garnett,28000000,47887316
2.,Shaquille O'Neal,24749999,42328965
3.,Dikembe Mutombo,17714291,30296065
4.,Rasheed Wallace,17000000,29074442
5.,Chris Webber,15937500,27257289
5.,Allan Houston,15937500,27257289
7.,Shawn Kemp,14941935,25554613
8.,Stephon Marbury,13500000,23088527
8.,Anfernee Hardaway,13500000,23088527
8.,Allen Iverson,13500000,23088527
8.,Ray Allen,13500000,23088527
8.,Antonio McDyess,13500000,23088527
8.,Latrell Sprewell,13500000,23088527
8.,Kobe Bryant,13500000,23088527
8.,Antoine Walker,13500000,23088527
8.,Zydrunas Ilgauskas,13500000,23088527
8.,Vin Baker,13500000,23088527
8.,Shareef Abdur-Rahim,13500000,23088527
19.,Michael Finley,13281250,22714407
20.,Jalen Rose,13279750,22711842
20.,Tracy McGrady,13279750,22711842
20.,Grant Hill,13279750,22711842
20.,Keith Van Horn,13279750,22711842
24.,Jermaine O'Neal,13152000,22493356
24.,Jason Kidd,13152000,22493356
26.,Antonio Davis,12925000,22105127
27.,Tim Duncan,12676125,21679485
28.,Damon Stoudamire,12375000,21164483
29.,Eddie Jones,12333750,21093935
30.,Brian Grant,12130648,20746577
31.,Vlade Divac,12051510,20611231
32.,Nick Van Exel,11956625,20448952
33.,Tim Thomas,11825000,20223839
34.,Tom Gugliotta,11670000,19958749
35.,Vince Carter,11326219,19370793
35.,Dirk Nowitzki,11326219,19370793
35.,Antawn Jamison,11326219,19370793
35.,Paul Pierce,11326219,19370793
39.,Terrell Brandon,11100000,18983900
40.,Shawn Marion,10960000,18744463
40.,Baron Davis,10960000,18744463
40.,Elton Brand,10960000,18744463
40.,Steve Francis,10960000,18744463
44.,Glenn Robinson,10730000,18351103
45.,Theo Ratliff,10156250,17369841
46.,Lamar Odom,9963596,17040352
47.,Mike Bibby,9500000,16247482
48.,Kerry Kittles,9266666,15848420
49.,Dale Davis,9061875,15498174
50.,Toni Kukoc,9056250,15488553
51.,Greg Ostertag,8666666,14822263
52.,Gilbert Arenas,8536000,14598790
53.,Jamal Mashburn,8525000,14579977
54.,Jason Terry,8333333,14252176
55.,Raef LaFrentz,8178750,13987799
56.,PJ Brown,8000000,13682090
56.,Wally Szczerbiak,8000000,13682090
56.,Andre Miller,8000000,13682090
59.,Glen Rice,7885000,13485409
60.,Erick Dampier,7842000,13411869
61.,Maurice Taylor,7800000,13340038
62.,Derek Anderson,7794000,13329776
63.,Wesley Person,7700000,13169011
64.,Alan Henderson,7682188,13138548
65.,Austin Croshere,7610000,13015088
66.,Kelvin Cato,7344000,12560158
67.,Marcus Camby,7250000,12399394
68.,Rashard Lewis,7012987,11994040
69.,Brad Miller,7000000,11971829
69.,Bonzi Wells,7000000,11971829
69.,Corey Maggette,7000000,11971829
72.,Jerry Stackhouse,6906250,11811492
73.,Doug Christie,6900000,11800802
74.,Ron Mercer,6750000,11544263
75.,Shandon Anderson,6700000,11458750
76.,Lorenzen Wright,6600000,11287724
76.,Chris Mills,6600000,11287724
78.,Bo Outlaw,6585000,11262070
79.,Richard Hamilton,6500000,11116698
80.,Hakeem Olajuwon,6326923,10820691
81.,Bob Sura,6266666,10717636
82.,Predrag Stojakovic,6250000,10689133
83.,Eddie Robinson,6204000,10610461
84.,Michael Dickerson,6187500,10582241
84.,Jason Williams,6187500,10582241
84.,Tariq Abdul-Wahad,6187500,10582241
87.,Charlie Ward,6030000,10312875
88.,Jerome Williams,5987500,10240189
89.,Howard Eisley,5843750,9994339
90.,Jonathan Bender,5800000,9919515
91.,Steve Nash,5750000,9834002
92.,Vitaly Potapenko,5715000,9774143
93.,Al Harrington,5692500,9735662
94.,Jason Caffey,5687500,9727111
95.,Jahidi White,5676091,9707598
96.,Christian Laettner,5625000,9620219
97.,Radoslav Nesterovic,5600000,9577463
98.,Eric Williams,5540000,9474847
99.,Alvin Williams,5500000,9406437
99.,Kenny Thomas,5500000,9406437
99.,Ben Wallace,5500000,9406437
102.,Metta World Peace,5473684,9361429
103.,Calvin Booth,5446800,9315451
104.,Ruben Patterson,5445600,9313398
104.,Todd MacCulloch,5445600,9313398
104.,Joe Smith,5445600,9313398
104.,Clarence Weatherspoon,5445600,9313398
104.,Avery Johnson,5445600,9313398
109.,Danny Fortson,5428602,9284327
110.,Brent Barry,5400000,9235410
111.,Kurt Thomas,5394125,9225363
111.,Cuttino Mobley,5394125,9225363
113.,Scot Pollard,5309563,9080740
114.,Kenyon Martin,5128689,8771398
115.,Sam Cassell,5062500,8658197
116.,Larry Hughes,5000600,8552332
116.,Keon Clark,5000600,8552332
116.,Jerome James,5000600,8552332
116.,Chauncey Billups,5000600,8552332
116.,Ricky Davis,5000600,8552332
121.,Brevin Knight,5000000,8551306
121.,Aaron McKie,5000000,8551306
121.,Reggie Miller,5000000,8551306
121.,Corliss Williamson,5000000,8551306
