Ranking,Player,2009/10,2009/10(*)
1.,Tracy McGrady,23239562,33850377
2.,Kobe Bryant,23034375,33551504
3.,Jermaine O'Neal,23016000,33524740
4.,Tim Duncan,22183220,32311726
5.,Shaquille O'Neal,20000000,29131682
6.,Dirk Nowitzki,19795714,28834122
7.,Paul Pierce,19795712,28834119
8.,Rashard Lewis,18876000,27494481
9.,Ray Allen,18776860,27350076
10.,Michael Redd,17040000,24820193
11.,Andrei Kirilenko,16452000,23963722
11.,Pau Gasol,16452000,23963722
13.,Kevin Garnett,16400000,23887979
14.,Amare Stoudemire,16378325,23856408
14.,Yao Ming,16378325,23856408
16.,Vince Carter,16300000,23742321
17.,Gilbert Arenas,16192080,23585126
18.,Zach Randolph,16000000,23305346
19.,Chris Bosh,15779912,22984769
19.,Dwyane Wade,15779912,22984769
19.,Carmelo Anthony,15779912,22984769
19.,LeBron James,15779912,22984769
23.,Kenyon Martin,15363636,22378428
24.,Dwight Howard,15202590,22143851
25.,Joe Johnson,14976754,21814902
26.,Elton Brand,14858471,21642613
27.,Richard Jefferson,14200000,20683494
28.,Larry Hughes,13655268,19890046
29.,Carlos Boozer,13520500,19693745
29.,Chris Paul,13520500,19693745
31.,Predrag Stojakovic,13392000,19506574
32.,Jason Richardson,13333333,19421121
33.,Steve Nash,13125000,19117666
34.,Tony Parker,12600000,18352959
35.,Andrew Bynum,12526998,18246626
36.,Deron Williams,12323900,17950797
37.,Brad Miller,12250000,17843155
38.,Andre Iguodala,12200000,17770326
39.,Baron Davis,12150000,17697497
40.,Erick Dampier,12115500,17647244
41.,Chauncey Billups,12100000,17624667
42.,Samuel Dalembert,12025694,17516434
43.,Al Jefferson,12000000,17479009
44.,Tyson Chandler,11850000,17260521
45.,Antawn Jamison,11641095,16956234
46.,Richard Hamilton,11625000,16932790
47.,Zydrunas Ilgauskas,11541074,16810545
48.,Troy Murphy,11047619,16091786
49.,Monta Ellis,11000000,16022425
50.,Josh Howard,10890000,15862201
51.,Josh Smith,10800000,15731108
52.,Manu Ginobili,10728130,15626423
53.,Bobby Simmons,10560000,15381528
54.,Emeka Okafor,10538937,15350848
55.,Nenê,10520000,15323265
56.,Eddy Curry,10500423,15294749
57.,Chris Kaman,10400000,15148474
58.,Luol Deng,10370425,15105396
59.,Tayshaun Prince,10324380,15038328
60.,Kevin Martin,10180170,14828274
61.,Al Harrington,10026875,14604986
62.,Andrew Bogut,10000000,14565841
62.,Ben Gordon,10000000,14565841
64.,Danny Granger,9930500,14464608
65.,Jason Terry,9862500,14365560
66.,Mike Dunleavy,9780992,14246837
67.,Caron Butler,9780970,14246805
68.,Mike Miller,9750000,14201695
69.,Cuttino Mobley,9500000,13837549
69.,Kirk Hinrich,9500000,13837549
71.,Earl Watson,9400000,13691890
72.,Jamal Crawford,9360000,13633627
73.,Quentin Richardson,9352400,13622557
74.,David West,9075000,13218500
74.,Gerald Wallace,9075000,13218500
76.,Mehmet Okur,9000000,13109257
76.,Hidayet Turkoglu,9000000,13109257
76.,Darius Miles,9000000,13109257
76.,Andris Biedrins,9000000,13109257
76.,Boris Diaw,9000000,13109257
81.,Corey Maggette,8937931,13018848
82.,Maurice Williams,8860000,12905335
83.,Kenny Thomas,8775000,12781525
84.,TJ Ford,8500000,12380965
85.,Devin Harris,8400000,12235306
86.,Jose Calderon,8219009,11971678
87.,Jason Kidd,8000000,11652673
88.,Mark Blount,7962500,11598051
89.,Tim Thomas,7773055,11322107
90.,Paul Millsap,7692932,11205402
91.,Marcus Camby,7650000,11142868
91.,Stephen Jackson,7650000,11142868
93.,Andres Nocioni,7500000,10924380
93.,Darko Milicic,7500000,10924380
