Ranking,Player,1997/98,1997/98(*)
1.,Michael Jordan,33140000,64951712
2.,Patrick Ewing,20500000,40178337
3.,Horace Grant,14285714,27998840
4.,Shaquille O'Neal,12857143,25198957
5.,David Robinson,12397440,24297976
6.,Alonzo Mourning,11254800,22058495
7.,Juwan Howard,11250000,22049087
8.,Hakeem Olajuwon,11156000,21864855
9.,Gary Payton,10514688,20607935
10.,Dikembe Mutombo,9615187,18844986
11.,Reggie Miller,9031850,17701693
12.,Chris Webber,9000000,17639270
13.,Shawn Kemp,8600000,16855302
14.,Larry Johnson,8460714,16582313
15.,Derrick Coleman,8002800,15684838
16.,Kevin Johnson,8000000,15679351
17.,Latrell Sprewell,7770000,15228569
18.,Anfernee Hardaway,7580000,14856185
19.,Elden Campbell,7000000,13719432
20.,Danny Manning,6833333,13392778
21.,Allan Houston,6000000,11759513
21.,Robert Horry,6000000,11759513
23.,Shawn Bradley,5940000,11641918
24.,Grant Hill,5850000,11465525
25.,Otis Thorpe,5700000,11171537
26.,Glenn Robinson,5510000,10799153
27.,Tom Gugliotta,5500000,10779553
27.,Clyde Drexler,5500000,10779553
29.,Steve Smith,5400000,10583562
30.,Sean Elliott,5333333,10452900
31.,Dale Davis,5273333,10335305
32.,Jason Kidd,5223333,10237309
33.,Karl Malone,5118578,10031997
34.,John Starks,5112500,10020085
35.,A.C. Green,5095088,9985959
36.,Christian Laettner,5050000,9897590
37.,Kenny Anderson,5010000,9819193
38.,John Stockton,5000000,9799594
38.,Brian Grant,5000000,9799594
40.,Vlade Divac,4833333,9472940
41.,Tim Hardaway,4800000,9407610
42.,Glen Rice,4702000,9215538
43.,Harvey Grant,4671875,9156496
44.,Jim Jackson,4600000,9015626
45.,Charles Smith,4576343,8969260
46.,Toni Kukoc,4560000,8937230
46.,Ron Harper,4560000,8937230
48.,John Williams,4550000,8917631
49.,Antonio Davis,4500000,8819635
49.,Dennis Rodman,4500000,8819635
51.,Jamal Mashburn,4433334,8688975
52.,Kendall Gill,4400000,8623643
53.,Sherman Douglas,4297250,8422260
54.,Billy Owens,4225200,8281049
55.,Isaiah Rider,4210000,8251258
56.,Jeff Hornacek,4195000,8221859
57.,Tyrone Hill,4110000,8055266
58.,Mark Price,4090920,8017871
59.,Vin Baker,4064373,7965841
60.,Bison Dele,4050000,7937671
61.,Bryant Stith,4030000,7898473
62.,Rony Seikaly,4002000,7843595
63.,Nick Anderson,4000000,7839675
63.,Rik Smits,4000000,7839675
63.,Danny Ferry,4000000,7839675
66.,Donyell Marshall,3990000,7820076
67.,PJ Brown,3844800,7535496
68.,Walt Williams,3750000,7349695
68.,Stanley Roberts,3750000,7349695
68.,Brian Shaw,3750000,7349695
71.,Lionel Simmons,3716500,7284038
72.,Dell Curry,3660000,7173303
73.,Chris Gatling,3656400,7166247
74.,LaPhonso Ellis,3650000,7153703
75.,Olden Polynice,3610000,7075307
76.,Calbert Cheaney,3600000,7055708
76.,Jim McIlvaine,3600000,7055708
76.,Derrick McKey,3600000,7055708
79.,Stojko Vrankovic,3580000,7016509
80.,Bobby Hurley,3552000,6961631
81.,Sharone Wright,3500000,6859716
81.,Nate McMillan,3500000,6859716
81.,Wesley Person,3500000,6859716
81.,Dee Brown,3500000,6859716
85.,Anthony Mason,3471500,6803858
86.,Rod Strickland,3450000,6761720
87.,Dana Barros,3400000,6663724
88.,Sam Perkins,3370000,6604926
89.,Loy Vaught,3350000,6565728
90.,Detlef Schrempf,3333333,6533062
91.,Ken Norman,3332000,6530449
92.,Mahmoud Abdul-Rauf,3300000,6467732
93.,Robert Pack,3240000,6350137
94.,Mark Jackson,3200000,6271740
95.,Luc Longley,3184900,6242145
96.,Joe Smith,3165160,6203456
97.,Allen Iverson,3128640,6131880
98.,Hersey Hawkins,3124100,6122982
99.,Chris Childs,3120000,6114946
100.,Arvydas Sabonis,3080000,6036550
101.,Chris Morris,3000000,5879756
101.,Avery Johnson,3000000,5879756
101.,Mitch Richmond,3000000,5879756
101.,Chris Mills,3000000,5879756
101.,Joe Dumars,3000000,5879756
101.,Mookie Blaylock,3000000,5879756
107.,Tim Duncan,2967840,5816725
108.,Chris Mullin,2941500,5765101
109.,Dennis Scott,2920000,5722963
110.,Lamond Murray,2900000,5683764
110.,Bobby Phills,2900000,5683764
112.,Antonio McDyess,2876640,5637981
113.,Bryon Russell,2857144,5599770
114.,Scott Williams,2850000,5585768
114.,Charles Oakley,2850000,5585768
116.,Pooh Richardson,2820710,5528362
117.,Dan Majerle,2820000,5526971
118.,Stacey Augmon,2800000,5487772
118.,Clarence Weatherspoon,2800000,5487772
120.,Marcus Camby,2799240,5486283
121.,Armen Gilliam,2780400,5449358
122.,Micheal Williams,2775000,5438774
122.,Scottie Pippen,2775000,5438774
124.,Andrew Lang,2700000,5291781
125.,Keith Van Horn,2655360,5204290
126.,Rodney Rogers,2640000,5174185
126.,Kevin Edwards,2640000,5174185
128.,Grant Long,2610335,5116044
129.,Cedric Ceballos,2605000,5105588
130.,BJ Armstrong,2600000,5095789
131.,Jerry Stackhouse,2583360,5063176
132.,Doug West,2535000,4968394
133.,Shareef Abdur-Rahim,2513760,4926765
134.,Sam Cassell,2500000,4899797
134.,Jayson Williams,2500000,4899797
134.,Dino Radja,2500000,4899797
137.,Chuck Person,2470000,4840999
138.,Mario Elie,2430000,4762602
139.,Chauncey Billups,2384640,4673701
140.,Voshon Lenard,2364597,4634418
141.,Rasheed Wallace,2329080,4564807
142.,Adam Keefe,2300000,4507813
142.,Blue Edwards,2300000,4507813
144.,Vinny Del Negro,2298777,4505416
145.,Ervin Johnson,2281128,4470825
146.,Stephon Marbury,2266320,4441803
147.,Mark Bryant,2250000,4409817
147.,Charles Barkley,2250000,4409817
149.,Felton Spencer,2178099,4268897
150.,Greg Minor,2160000,4233424
151.,Antonio Daniels,2149920,4213668
152.,Don MacLean,2120000,4155028
153.,George Lynch,2115000,4145228
154.,Kevin Garnett,2109120,4133704
155.,Pervis Ellison,2090000,4096230
156.,Michael Cage,2055421,4028458
157.,Ray Allen,2052360,4022459
158.,Elmore Spencer,2050000,4017833
159.,Tracy Murray,2040000,3998234
160.,Doug Christie,2012767,3944860
161.,Anthony Peeler,2012500,3944336
162.,Terry Porter,2000000,3919837
162.,Elliot Perry,2000000,3919837
162.,Eddie Jones,2000000,3919837
162.,Travis Knight,2000000,3919837
166.,Will Perdue,1987500,3895338
167.,Tony Battie,1946880,3815726
168.,Michael Smith,1920000,3763044
168.,Dale Ellis,1920000,3763044
168.,Brent Price,1920000,3763044
171.,Bryant Reeves,1915680,3754577
172.,Carlos Rogers,1900000,3723845
172.,Nick Van Exel,1900000,3723845
174.,Gheorghe Muresan,1887500,3699346
175.,Popeye Jones,1886538,3697461
176.,Antoine Walker,1864080,3653445
177.,Jalen Rose,1852500,3630749
178.,Khalid Reeves,1852000,3629769
179.,Carl Herrera,1820000,3567052
180.,Kevin Willis,1800000,3527854
180.,Dean Garrett,1800000,3527854
180.,Bill Wennington,1800000,3527854
