Ranking,Player,1990/91,1990/91(*)
1.,Patrick Ewing,4250000,10279012
2.,Hot Rod Williams,3785000,9154367
3.,Hakeem Olajuwon,3175000,7679027
4.,Charles Barkley,2900000,7013914
5.,Chris Mullin,2850000,6892984
6.,Isiah Thomas,2720000,6578568
7.,Danny Ferry,2640000,6385080
8.,Michael Jordan,2500000,6046478
8.,Robert Parish,2500000,6046478
10.,Moses Malone,2406000,5819130
11.,Magic Johnson,2400000,5804618
12.,Wayman Tisdale,2330000,5635317
13.,Pervis Ellison,2300000,5562759
14.,David Robinson,2265000,5478109
15.,Karl Malone,2260000,5466016
16.,Ralph Sampson,2250000,5441830
17.,Danny Manning,2200000,5320900
18.,Blair Rasmussen,2185000,5284621
19.,Chuck Person,2150000,5199971
20.,Derrick Coleman,2100000,5079041
21.,Dominique Wilkins,2065000,4994390
22.,Tom Chambers,2060000,4982297
23.,Mark Eaton,2000000,4837182
23.,John Stockton,2000000,4837182
23.,Terry Porter,2000000,4837182
23.,Willie Burton,2000000,4837182
23.,LaSalle Thompson,2000000,4837182
23.,Sam Bowie,2000000,4837182
29.,Sam Perkins,1970000,4764624
30.,Terry Cummings,1860000,4498579
31.,Sean Elliott,1800000,4353464
32.,Mark Jackson,1785000,4317185
33.,Otis Thorpe,1760000,4256720
34.,Kevin Johnson,1750000,4232534
34.,Benoit Benjamin,1750000,4232534
34.,A.C. Green,1750000,4232534
37.,Kevin Duckworth,1710000,4135790
38.,Alton Lister,1700000,4111605
39.,Gary Payton,1685000,4075326
40.,Mahmoud Abdul-Rauf,1660000,4014861
41.,Rolando Blackman,1650000,3990675
41.,Mike Gminski,1650000,3990675
43.,Bernard King,1600000,3869745
43.,Jack Sikma,1600000,3869745
43.,Alec Kessler,1600000,3869745
43.,James Worthy,1600000,3869745
47.,Dennis Scott,1560000,3773002
48.,Buck Williams,1550000,3748816
48.,Glen Rice,1550000,3748816
48.,Jon Koncak,1550000,3748816
51.,Fat Lever,1519000,3673840
51.,Derek Harper,1519000,3673840
53.,Bill Laimbeer,1510000,3652072
54.,Johnny Dawkins,1500000,3627886
54.,Danny Schayes,1500000,3627886
54.,Alex English,1500000,3627886
54.,Kendall Gill,1500000,3627886
54.,Larry Bird,1500000,3627886
59.,Xavier McDaniel,1400000,3386027
59.,Sleepy Floyd,1400000,3386027
59.,Vinnie Johnson,1400000,3386027
59.,Mark Price,1400000,3386027
59.,Kevin McHale,1400000,3386027
64.,Ron Harper,1365000,3301377
64.,Greg Anderson,1365000,3301377
66.,Rik Smits,1350000,3265098
67.,Rick Mahorn,1330000,3216726
68.,Brad Daugherty,1320000,3192540
69.,Manute Bol,1300000,3144168
70.,Brad Lohaus,1275000,3083703
71.,Sarunas Marciulionis,1270000,3071610
72.,Larry Nance,1260000,3047424
73.,Dale Ellis,1250000,3023239
73.,J.R. Reid,1250000,3023239
73.,Roy Hinson,1250000,3023239
76.,Jim Petersen,1235000,2986960
77.,Brian Shaw,1212000,2931332
78.,Armen Gilliam,1200000,2902309
78.,Tony Campbell,1200000,2902309
78.,Johnny Newman,1200000,2902309
78.,Drazen Petrovic,1200000,2902309
82.,Clyde Drexler,1180000,2853937
83.,Detlef Schrempf,1160000,2805565
84.,Randy Breuer,1150000,2781379
85.,Mark Aguirre,1115000,2696729
86.,Wayne Cooper,1100000,2660450
86.,Jeff Hornacek,1100000,2660450
86.,Ricky Pierce,1100000,2660450
86.,Byron Scott,1100000,2660450
86.,Bill Cartwright,1100000,2660450
91.,Terry Catledge,1085000,2624171
92.,Felton Spencer,1070000,2587892
93.,Charles Oakley,1050000,2539520
93.,Ken Norman,1050000,2539520
95.,Joe Dumars,1035000,2503241
96.,Kiki Vandeweghe,1025000,2479056
97.,John Williams,1000000,2418591
97.,Thurl Bailey,1000000,2418591
97.,Hersey Hawkins,1000000,2418591
97.,Eddie Johnson,1000000,2418591
97.,Maurice Cheeks,1000000,2418591
97.,Charles Smith,1000000,2418591
97.,Tyrone Hill,1000000,2418591
97.,Herb Williams,1000000,2418591
97.,Stacey King,1000000,2418591
97.,Horace Grant,1000000,2418591
97.,Kelly Tripucka,1000000,2418591
108.,Joe Wolf,990000,2394405
109.,Rodney McCray,985000,2382312
110.,Sam Vincent,980000,2370219
111.,Derrick McKey,962000,2326684
112.,Bo Kimble,950000,2297661
112.,Chris Dudley,950000,2297661
114.,George McCloud,940000,2273475
115.,James Edwards,935000,2261382
116.,Lionel Simmons,930000,2249289
117.,Craig Ehlo,925000,2237196
118.,Jeff Malone,915000,2213010
118.,Dennis Hopson,915000,2213010
120.,Michael Cage,910000,2200918
121.,Frank Brickowski,905000,2188825
122.,Paul Pressey,900000,2176732
122.,Walter Davis,900000,2176732
122.,Kurt Rambis,900000,2176732
122.,Lester Conner,900000,2176732
122.,Dell Curry,900000,2176732
127.,Doc Rivers,895000,2164639
128.,Dennis Rodman,880000,2128360
128.,James Donaldson,880000,2128360
130.,Mark West,875000,2116267
130.,Kenny Walker,875000,2116267
132.,Alvin Robertson,870000,2104174
133.,Darrell Griffith,850000,2055802
133.,Mitch Richmond,850000,2055802
133.,William Bedford,850000,2055802
133.,Joe Kleine,850000,2055802
137.,Sidney Green,837000,2024360
138.,Trent Tucker,835000,2019523
139.,Tyrone Corbin,830000,2007430
140.,Loy Vaught,825000,1995337
140.,Michael Adams,825000,1995337
142.,Orlando Woolridge,805000,1946965
142.,Muggsy Bogues,805000,1946965
144.,Tom Hammonds,800000,1934872
144.,Travis Mays,800000,1934872
144.,Larry Smith,800000,1934872
144.,Tree Rollins,800000,1934872
144.,Rumeal Robinson,800000,1934872
149.,Tim McCormick,775000,1874408
150.,Vlade Divac,770000,1862315
151.,Roy Tarpley,765000,1850222
151.,Scottie Pippen,765000,1850222
151.,Reggie Theus,765000,1850222
154.,Mike Sanders,760000,1838129
155.,Rony Seikaly,755000,1826036
156.,David Wingate,750000,1813943
156.,Cliff Levingston,750000,1813943
156.,Chris Morris,750000,1813943
156.,Ed Pinckney,750000,1813943
160.,Randy White,730000,1765571
161.,Willie Anderson,725000,1753478
161.,Danny Ainge,725000,1753478
161.,Nick Anderson,725000,1753478
161.,Gerald Wilkins,725000,1753478
165.,Bill Wennington,700000,1693013
165.,Kenny Smith,700000,1693013
167.,Fred Roberts,690000,1668827
168.,Kevin Willis,685000,1656734
169.,Charles Jones,675000,1632549
169.,Tim Perry,675000,1632549
169.,Buck Johnson,675000,1632549
169.,Rex Chapman,675000,1632549
173.,Vern Fleming,667000,1613200
174.,Nate McMillan,658000,1591433
175.,Reggie Miller,654000,1581758
176.,Mike Brown,650000,1572084
176.,Dave Greenwood,650000,1572084
176.,Duane Causwell,650000,1572084
176.,Sedale Threatt,650000,1572084
176.,Jay Humphries,650000,1572084
176.,Dave Jamerson,650000,1572084
176.,Alexander Volkov,650000,1572084
183.,Chucky Brown,630000,1523712
184.,Pooh Richardson,615000,1487433
184.,Mychal Thompson,615000,1487433
186.,Darrell Walker,610000,1475340
186.,Antoine Carr,610000,1475340
188.,Ledell Eackles,605000,1463247
188.,Larry Krystkowiak,605000,1463247
188.,Jeff Grayer,605000,1463247
191.,Andrew Lang,600000,1451154
191.,Olden Polynice,600000,1451154
191.,Brad Davis,600000,1451154
191.,Craig Hodges,600000,1451154
191.,Terry Mills,600000,1451154
196.,Tod Murphy,590000,1426968
196.,John Battle,590000,1426968
198.,Gerald Glass,575000,1390689
198.,Elden Campbell,575000,1390689
198.,John Salley,575000,1390689
201.,Jerrod Mustaf,565000,1366504
201.,Todd Lichti,565000,1366504
203.,Bob Hansen,550000,1330225
203.,Jerome Kersey,550000,1330225
203.,Ed Nealy,550000,1330225
203.,Terry Teagle,550000,1330225
203.,Larry Drew,550000,1330225
203.,John Bagley,550000,1330225
209.,Steve Kerr,548000,1325387
210.,Dee Brown,547000,1322969
211.,Gary Grant,530000,1281853
212.,Winston Bennett,525000,1269760
212.,Derrick Chievous,525000,1269760
212.,Mookie Blaylock,525000,1269760
212.,Michael Smith,525000,1269760
216.,Dwayne Schintzius,520000,1257667
217.,Bill Hanzlik,510000,1233481
217.,Spud Webb,510000,1233481
217.,Sidney Moncrief,510000,1233481
220.,Les Jepsen,505000,1221388
221.,Mark Alarie,500000,1209295
221.,Jayson Williams,500000,1209295
221.,Dana Barros,500000,1209295
221.,Sam Mitchell,500000,1209295
221.,Randy Wittman,500000,1209295
221.,Rod Higgins,500000,1209295
221.,Tim Hardaway,500000,1209295
221.,Jerome Lane,500000,1209295
229.,Eric Leckner,485000,1173016
230.,Greg Kite,480000,1160923
231.,Harvey Grant,475000,1148830
232.,Negele Knight,468000,1131900
233.,Brian Oliver,455000,1100459
234.,Danny Young,450000,1088366
234.,Otis Smith,450000,1088366
234.,Jerry Reynolds,450000,1088366
234.,Winston Garland,450000,1088366
234.,Scott Hastings,450000,1088366
234.,Will Perdue,450000,1088366
240.,Mark Acres,437000,1056924
241.,Dan Majerle,430000,1039994
242.,Ron Anderson,425000,1027901
242.,Quintin Dailey,425000,1027901
242.,Kevin Edwards,425000,1027901
242.,BJ Armstrong,425000,1027901
246.,Jeff Turner,410000,991622
246.,Tate George,410000,991622
248.,Scott Skiles,408000,986785
249.,Mark Bryant,405000,979529
249.,Tom Tolbert,405000,979529
251.,Rod Strickland,400000,967436
251.,Kenny Payne,400000,967436
251.,Dave Hoppen,400000,967436
251.,Eddie Lee Wilkins,400000,967436
251.,Adrian Dantley,400000,967436
251.,Billy Thompson,400000,967436
251.,Ken Bannister,400000,967436
251.,Reggie Lewis,400000,967436
259.,Alaa Abdelnaby,395000,955343
260.,John Paxson,385000,931157
261.,Byron Irvin,375000,906971
261.,Kevin Gamble,375000,906971
263.,Anthony Cook,370000,894878
264.,Lance Blanks,365000,882785
265.,Blue Edwards,360000,870692
265.,Brian Quinnett,360000,870692
265.,Jack Haley,360000,870692
268.,Kenny Gattison,355000,858599
269.,Joe Barry Carroll,350000,846506
269.,Shawn Kemp,350000,846506
269.,Kenny Battle,350000,846506
269.,John Morton,350000,846506
273.,Morlon Wiley,347000,839251
274.,Tom Garrick,340000,822321
275.,Bob Thornton,335000,810228
275.,Jon Sundvold,335000,810228
277.,Sherman Douglas,325000,786042
277.,Mike Smrek,325000,786042
277.,Micheal Williams,325000,786042
280.,Randolph Keys,322000,778786
281.,Derek Smith,315000,761856
282.,Steve Colter,300000,725577
282.,Rory Sparrow,300000,725577
282.,Scott Meents,300000,725577
282.,Dave Corzine,300000,725577
282.,Greg Grant,300000,725577
282.,Grant Long,300000,725577
282.,Greg Dreiling,300000,725577
282.,David Wood,300000,725577
290.,Scott Brooks,295000,713484
291.,Bimbo Coles,290000,701391
292.,Greg Foster,275000,665112
292.,A.J. English,275000,665112
292.,Dave Feitl,275000,665112
292.,Adrian Caldwell,275000,665112
296.,Cliff Robinson,250000,604647
296.,Terry Davis,250000,604647
296.,Vernon Maxwell,250000,604647
296.,Steve Alford,250000,604647
300.,Doug West,230000,556275
301.,Walter Palmer,225000,544183
301.,Frank Kornet,225000,544183
301.,Jud Buechler,225000,544183
304.,Stojko Vrankovic,222000,536927
305.,Delaney Rudd,215000,519997
306.,Jeff Martin,210000,507904
306.,Marcus Liberty,210000,507904
308.,Michael Ansley,200000,483718
308.,Milos Babic,200000,483718
308.,Steve Scheffler,200000,483718
308.,Gary Leonard,200000,483718
312.,Kevin Pritchard,185000,447439
313.,Cedric Ceballos,175000,423253
313.,Kenny Williams,175000,423253
315.,Derrick Gervin,155000,374881
316.,Tony Massenburg,150000,362788
316.,Sean Higgins,150000,362788
316.,Richard Coffey,150000,362788
316.,Keith Askins,150000,362788
316.,John Long,150000,362788
316.,John Shasky,150000,362788
316.,Scott Williams,150000,362788
323.,Ian Lockhart,130000,314416
323.,Alan Ogg,130000,314416
325.,Rick Calloway,125000,302323
325.,Gerald Henderson,125000,302323
325.,Duane Ferrell,125000,302323
328.,Haywoode Workman,120000,290230
328.,Andy Toolson,120000,290230
328.,Rickey Green,120000,290230
328.,John Starks,120000,290230
328.,Steve Henson,120000,290230
328.,Irving Thomas,120000,290230
328.,Tony Smith,120000,290230
328.,Kennard Winchester,120000,290230
328.,Matt Bullard,120000,290230
328.,Gerald Paddio,120000,290230
328.,Kurk Lee,120000,290230
339.,Jim Grandholm,115000,278137
340.,Andre Turner,110000,266045
341.,Paul Mokeski,100000,241859
341.,Darnell Valentine,100000,241859
343.,Dave Popson,80000,193487
344.,Henry James,75000,181394
344.,Scott Haffner,75000,181394
346.,Tony Brown,50000,120929
346.,Alan Bannister,50000,120929
346.,Avery Johnson,50000,120929
346.,Mario Elie,50000,120929
350.,Anthony Frederick,30000,72557
350.,Kelvin Upshaw,30000,72557
350.,A.J. Wynder,30000,72557
